,IDPdv,IDProducto,Valor,Fecha,PreSugerido,Fecha_Mes
13353,1597083,122922,11240,2021-11-25,18150,2021-11
13354,1597083,122922,11240,2021-11-25,18150,2021-11
13355,1597083,122891,8720,2021-11-25,8500,2021-11
13356,1597083,122915,4320,2021-11-25,11950,2021-11
13357,1597083,122906,4650,2021-11-25,6000,2021-11
13358,1597083,122910,8540,2021-11-25,9800,2021-11
13359,1597083,122947,20350,2021-11-25,22700,2021-11
13360,1597083,123058,8530,2021-11-25,9250,2021-11
13361,1597083,122946,20350,2021-11-25,22700,2021-11
13362,1597083,123033,15400,2021-11-25,16750,2021-11
13363,1597248,123072,7390,2021-11-25,7950,2021-11
13364,1597248,122946,20900,2021-11-25,22700,2021-11
13365,1597248,123058,11750,2021-11-25,9250,2021-11
13366,1597248,122898,8040,2021-11-25,8250,2021-11
13367,1597248,123053,25100,2021-11-25,21000,2021-11
13368,1597248,122909,8740,2021-11-25,9800,2021-11
13369,1597248,123078,5400,2021-11-25,6650,2021-11
13370,1597248,123033,15400,2021-11-25,16750,2021-11
13371,1597248,123055,6510,2021-11-25,5500,2021-11
13372,1597248,123040,10950,2021-11-25,9800,2021-11
13373,1597248,122893,8500,2021-11-25,126735,2021-11
13374,1597248,123052,25100,2021-11-25,21000,2021-11
13375,1597248,123032,15400,2021-11-25,16750,2021-11
13376,1597248,122944,31200,2021-11-25,37300,2021-11
13377,1597248,122922,15400,2021-11-25,18150,2021-11
13378,1597248,122945,31200,2021-11-25,37300,2021-11
13379,1597248,122953,7620,2021-11-25,5950,2021-11
13380,1597248,122949,12850,2021-11-25,16400,2021-11
13381,1597248,123036,15050,2021-11-25,18150,2021-11
13382,1597248,122929,6990,2021-11-25,7050,2021-11
13383,1597263,123038,12950,2021-11-25,13800,2021-11
13384,1597263,123043,10190,2021-11-25,9800,2021-11
13385,1597263,123054,3000,2021-11-25,5500,2021-11
13386,1597263,123052,24600,2021-11-25,21000,2021-11
13387,1597263,122957,17500,2021-11-25,19100,2021-11
13388,1597263,122922,4390,2021-11-25,18150,2021-11
13389,1597263,122918,9250,2021-11-25,11950,2021-11
13390,1597263,123072,7690,2021-11-25,7950,2021-11
13391,1597263,122945,29450,2021-11-25,37300,2021-11
13392,1597263,122954,8500,2021-11-25,10700,2021-11
13393,1597263,123047,10690,2021-11-25,10900,2021-11
13394,1597263,122949,11990,2021-11-25,16400,2021-11
13395,1597263,122939,12250,2021-11-25,15900,2021-11
13396,1597263,122942,12250,2021-11-25,15900,2021-11
13397,1597263,123082,12800,2021-11-25,16300,2021-11
13398,1597263,122914,9250,2021-11-25,11950,2021-11
13399,1597263,123081,24590,2021-11-25,26000,2021-11
13400,1597263,122946,18490,2021-11-25,22700,2021-11
13401,1597263,123040,10190,2021-11-25,9800,2021-11
13402,1597263,123077,5350,2021-11-25,6650,2021-11
13403,1597263,122921,14390,2021-11-25,18150,2021-11
13404,1597263,123078,5250,2021-11-25,6650,2021-11
13405,1597263,123053,24600,2021-11-25,21000,2021-11
13406,1597263,122909,8450,2021-11-25,9800,2021-11
13407,1597263,123056,8300,2021-11-25,8850,2021-11
13408,1597263,122958,34790,2021-11-25,43450,2021-11
13409,1597263,122916,9250,2021-11-25,11950,2021-11
13410,1597263,123083,12890,2021-11-25,16300,2021-11
13411,1597263,123055,3000,2021-11-25,5500,2021-11
13412,1597263,122911,23600,2021-11-25,30100,2021-11
13413,1597263,122944,29450,2021-11-25,37300,2021-11
13414,1597263,122930,5750,2021-11-25,7050,2021-11
13415,1597263,123039,12231,2021-11-25,13800,2021-11
13416,1597263,123048,13100,2021-11-25,13800,2021-11
13417,1597263,122915,9250,2021-11-25,11950,2021-11
13418,1597263,123058,8550,2021-11-25,9250,2021-11
13419,1597266,122937,23150,2021-11-25,30250,2021-11
13420,1597266,122939,12250,2021-11-25,15900,2021-11
13421,1597266,123048,13800,2021-11-25,13800,2021-11
13422,1597266,122948,11790,2021-11-25,16400,2021-11
13423,1597266,122920,14390,2021-11-25,18150,2021-11
13424,1597266,122917,9250,2021-11-25,11950,2021-11
13425,1597266,122929,7700,2021-11-25,7050,2021-11
13426,1597266,122913,10000,2021-11-25,11950,2021-11
13427,1597266,122969,23990,2021-11-25,30550,2021-11
13428,1597266,123078,5250,2021-11-25,6650,2021-11
13429,1597266,123054,6350,2021-11-25,5500,2021-11
13430,1597266,122953,6450,2021-11-25,5950,2021-11
13431,1597266,123057,13500,2021-11-25,16200,2021-11
13432,1597266,122921,14390,2021-11-25,18150,2021-11
13433,1597266,122956,18890,2021-11-25,21000,2021-11
13434,1597266,123039,12950,2021-11-25,13800,2021-11
13435,1597266,123082,12890,2021-11-25,16300,2021-11
13436,1597266,122944,29450,2021-11-25,37300,2021-11
13437,1597266,122958,34790,2021-11-25,43450,2021-11
13438,1597266,122957,17500,2021-11-25,19100,2021-11
13439,1597266,122930,5750,2021-11-25,7050,2021-11
13440,1597266,123038,12950,2021-11-25,13800,2021-11
13441,1597266,122919,6775,2021-11-25,18150,2021-11
13442,1597266,123077,4950,2021-11-25,6650,2021-11
13443,1597266,123055,6350,2021-11-25,5500,2021-11
13444,1597266,123083,12890,2021-11-25,16300,2021-11
13445,1597266,122922,14390,2021-11-25,18150,2021-11
13446,1597266,123056,8790,2021-11-25,8850,2021-11
13447,1597266,122946,18490,2021-11-25,22700,2021-11
13448,1597266,123036,14590,2021-11-25,18150,2021-11
13449,1597266,122907,5390,2021-11-25,6600,2021-11
13450,1597266,122891,8150,2021-11-25,8500,2021-11
13451,1597266,123033,14390,2021-11-25,16750,2021-11
13452,1597266,122915,10000,2021-11-25,11950,2021-11
13453,1597266,123040,10190,2021-11-25,9800,2021-11
13454,1597266,123081,24590,2021-11-25,26000,2021-11
13455,1597266,122914,9250,2021-11-25,11950,2021-11
13456,1597266,122954,8500,2021-11-25,10700,2021-11
13457,1597266,123047,10690,2021-11-25,10900,2021-11
13458,1597266,122918,9250,2021-11-25,11950,2021-11
13459,1597266,123058,9050,2021-11-25,9250,2021-11
13460,1597266,122945,30450,2021-11-25,37300,2021-11
13461,1597266,122909,8450,2021-11-25,9800,2021-11
13462,1597266,122959,37800,2021-11-25,47800,2021-11
13463,1597266,123034,8150,2021-11-25,9950,2021-11
13464,1597266,123043,10190,2021-11-25,9800,2021-11
13465,1597266,122892,12390,2021-11-25,12600,2021-11
13466,1597266,123052,24600,2021-11-25,21000,2021-11
13467,1597266,122965,9100,2021-11-25,11400,2021-11
13468,1597266,122952,6450,2021-11-25,5950,2021-11
13469,1597266,122898,8060,2021-11-25,8250,2021-11
13470,1597266,123032,14390,2021-11-25,16750,2021-11
13471,1597266,122910,8450,2021-11-25,9800,2021-11
13472,1597266,122911,24550,2021-11-25,30100,2021-11
13473,1597266,123072,7690,2021-11-25,7950,2021-11
13474,1597266,122916,9250,2021-11-25,11950,2021-11
13475,1597266,123030,32750,2021-11-25,40100,2021-11
13476,1597266,122947,18490,2021-11-25,22700,2021-11
13477,1597276,122953,6450,2021-11-25,5950,2021-11
13478,1597276,123047,10690,2021-11-25,10900,2021-11
13479,1597276,122945,29450,2021-11-25,37300,2021-11
13480,1597276,123083,12890,2021-11-25,16300,2021-11
13481,1597276,122965,10050,2021-11-25,11400,2021-11
13482,1597276,123043,10190,2021-11-25,9800,2021-11
13483,1597276,122959,34790,2021-11-25,47800,2021-11
13484,1597276,122969,23990,2021-11-25,30550,2021-11
13485,1597276,123036,14590,2021-11-25,18150,2021-11
13486,1597276,123077,5250,2021-11-25,6650,2021-11
13487,1597276,122926,20600,2021-11-25,21550,2021-11
13488,1597276,123057,12990,2021-11-25,16200,2021-11
13489,1597276,122954,8500,2021-11-25,10700,2021-11
13490,1597276,122907,5390,2021-11-25,6600,2021-11
13491,1597276,122912,21290,2021-11-25,26400,2021-11
13492,1597276,122952,6450,2021-11-25,5950,2021-11
13493,1597276,123056,8790,2021-11-25,8850,2021-11
13494,1597276,122909,8450,2021-11-25,9800,2021-11
13495,1597276,122942,12250,2021-11-25,15900,2021-11
13496,1597276,123078,5290,2021-11-25,6650,2021-11
13497,1597276,122948,11790,2021-11-25,16400,2021-11
13498,1597276,123072,7690,2021-11-25,7950,2021-11
13499,1597276,122930,5780,2021-11-25,7050,2021-11
13500,1597276,122939,12250,2021-11-25,15900,2021-11
13501,1597276,122892,12390,2021-11-25,12600,2021-11
13502,1597276,122918,9590,2021-11-25,11950,2021-11
13503,1597276,122905,5390,2021-11-25,7450,2021-11
13504,1597276,123055,6390,2021-11-25,5500,2021-11
13505,1597276,122946,18450,2021-11-25,22700,2021-11
13506,1597276,123052,24600,2021-11-25,21000,2021-11
13507,1597276,123048,12690,2021-11-25,13800,2021-11
13508,1597276,122947,18490,2021-11-25,22700,2021-11
13509,1597276,123038,12690,2021-11-25,13800,2021-11
13510,1597276,123032,14390,2021-11-25,16750,2021-11
13511,1597276,122898,8050,2021-11-25,8250,2021-11
13512,1597276,122922,14390,2021-11-25,18150,2021-11
13513,1597276,123053,24600,2021-11-25,21000,2021-11
13514,1597276,122929,5750,2021-11-25,7050,2021-11
13515,1597276,122911,23600,2021-11-25,30100,2021-11
13516,1597276,123040,10190,2021-11-25,9800,2021-11
13517,1597276,122917,9590,2021-11-25,11950,2021-11
13518,1597276,122891,8150,2021-11-25,8500,2021-11
13519,1597276,123033,14390,2021-11-25,16750,2021-11
13520,1597276,123082,12890,2021-11-25,16300,2021-11
13521,1597276,122910,8450,2021-11-25,9800,2021-11
13522,1597276,123054,6350,2021-11-25,5500,2021-11
13523,1597276,123030,32750,2021-11-25,40100,2021-11
13524,1597276,122944,29450,2021-11-25,37300,2021-11
13525,1597276,123039,12690,2021-11-25,13800,2021-11
13526,1597276,122906,4990,2021-11-25,6000,2021-11
13527,1597276,122921,14390,2021-11-25,18150,2021-11
13528,1597276,122949,11990,2021-11-25,16400,2021-11
13529,1612935,122913,10200,2021-11-25,11950,2021-11
13530,1612935,123081,24590,2021-11-25,26000,2021-11
13531,1612935,122914,9250,2021-11-25,11950,2021-11
13532,1612935,122952,7050,2021-11-25,5950,2021-11
13533,1612935,123033,14913,2021-11-25,16750,2021-11
13534,1612935,123043,10190,2021-11-25,9800,2021-11
13535,1612935,123077,5250,2021-11-25,6650,2021-11
13536,1612935,123082,12890,2021-11-25,16300,2021-11
13537,1612935,123052,24600,2021-11-25,21000,2021-11
13538,1612935,122939,11600,2021-11-25,15900,2021-11
13539,1612935,123040,10190,2021-11-25,9800,2021-11
13540,1612935,122911,22350,2021-11-25,30100,2021-11
13541,1612935,123078,5250,2021-11-25,6650,2021-11
13542,1612935,123055,6350,2021-11-25,5500,2021-11
13543,1612935,122944,29450,2021-11-25,37300,2021-11
13544,1612935,123039,12690,2021-11-25,13800,2021-11
13545,1612935,123038,12690,2021-11-25,13800,2021-11
13546,1612935,123032,14913,2021-11-25,16750,2021-11
13547,1612935,122948,11790,2021-11-25,16400,2021-11
13548,1612935,122892,11350,2021-11-25,12600,2021-11
13549,1612935,122945,29850,2021-11-25,37300,2021-11
13550,1612935,122949,11990,2021-11-25,16400,2021-11
13551,1612935,122930,5400,2021-11-25,7050,2021-11
13552,1612935,122929,5750,2021-11-25,7050,2021-11
13553,1612935,123054,6350,2021-11-25,5500,2021-11
13554,1612935,123030,32750,2021-11-25,40100,2021-11
13555,1612935,122946,18490,2021-11-25,22700,2021-11
13556,1612935,122898,8050,2021-11-25,8250,2021-11
13557,1612935,122915,10200,2021-11-25,11950,2021-11
13558,1612935,123034,8150,2021-11-25,9950,2021-11
13559,1612935,122917,9250,2021-11-25,11950,2021-11
13560,1612935,123058,8300,2021-11-25,9250,2021-11
13561,1612935,123056,8200,2021-11-25,8850,2021-11
13562,1612935,122942,11900,2021-11-25,15900,2021-11
13563,1612935,122953,7050,2021-11-25,5950,2021-11
13564,1612935,122893,8450,2021-11-25,126735,2021-11
13565,1612935,122909,8450,2021-11-25,9800,2021-11
13566,1612935,122947,29750,2021-11-25,22700,2021-11
13567,1623645,123066,3100,2021-11-25,3650,2021-11
13568,1623645,123077,5850,2021-11-25,7200,2021-11
13569,1623645,123067,3100,2021-11-25,3650,2021-11
13570,1623645,123068,3100,2021-11-25,3650,2021-11
13571,1623645,122906,5850,2021-11-25,6450,2021-11
13572,1623645,122909,8750,2021-11-25,10650,2021-11
13573,1623645,123069,3100,2021-11-25,3650,2021-11
13574,1623645,122964,11500,2021-11-25,13650,2021-11
13575,1623645,122942,13350,2021-11-25,17200,2021-11
13576,1623645,122907,5850,2021-11-25,7100,2021-11
13577,1623645,123078,5850,2021-11-25,7200,2021-11
13578,1623645,122969,25750,2021-11-25,33050,2021-11
13579,1623645,122960,11250,2021-11-25,13750,2021-11
13580,1623645,123071,3100,2021-11-25,3650,2021-11
13581,1623645,123070,3100,2021-11-25,3650,2021-11
13582,1596647,122964,11300,2021-11-26,13650,2021-11
13583,1596647,123058,9850,2021-11-26,10000,2021-11
13584,1596647,123077,5900,2021-11-26,7200,2021-11
13585,1596647,122965,10250,2021-11-26,12350,2021-11
13586,1596647,123056,9350,2021-11-26,9600,2021-11
13587,1596647,123078,5800,2021-11-26,7200,2021-11
13588,1596647,122898,9650,2021-11-26,8900,2021-11
13589,1596647,123076,5800,2021-11-26,7200,2021-11
13590,1596647,122894,10650,2021-11-26,10000,2021-11
13591,1596745,122948,13190,2021-11-26,16400,2021-11
13592,1596745,122953,6490,2021-11-26,5950,2021-11
13593,1596745,122917,9590,2021-11-26,11950,2021-11
13594,1596745,123048,12990,2021-11-26,13800,2021-11
13595,1596745,123040,9900,2021-11-26,9800,2021-11
13596,1596745,123032,13990,2021-11-26,16750,2021-11
13597,1596745,122922,14590,2021-11-26,18150,2021-11
13598,1596745,122929,5990,2021-11-26,7050,2021-11
13599,1596745,122969,23790,2021-11-26,30550,2021-11
13600,1596745,122946,18590,2021-11-26,22700,2021-11
13601,1596745,123081,30990,2021-11-26,26000,2021-11
13602,1596745,122954,8990,2021-11-26,10700,2021-11
13603,1596745,122914,9590,2021-11-26,11950,2021-11
13604,1596745,122944,29900,2021-11-26,37300,2021-11
13605,1596745,123052,21390,2021-11-26,21000,2021-11
13606,1596745,123082,13190,2021-11-26,16300,2021-11
13607,1596745,122910,9590,2021-11-26,9800,2021-11
13608,1596745,123043,9990,2021-11-26,9800,2021-11
13609,1596745,123053,21390,2021-11-26,21000,2021-11
13610,1596745,122952,6490,2021-11-26,5950,2021-11
13611,1596745,122916,9590,2021-11-26,11950,2021-11
13612,1596745,123083,13190,2021-11-26,16300,2021-11
13613,1596745,122930,5790,2021-11-26,7050,2021-11
13614,1596745,122960,9990,2021-11-26,12700,2021-11
13615,1596745,122915,9590,2021-11-26,11950,2021-11
13616,1596745,122938,21390,2021-11-26,30250,2021-11
13617,1596745,122918,9590,2021-11-26,11950,2021-11
13618,1596745,123056,10390,2021-11-26,8850,2021-11
13619,1596745,122957,14990,2021-11-26,19100,2021-11
13620,1596745,122945,29990,2021-11-26,37300,2021-11
13621,1596745,123057,17990,2021-11-26,16200,2021-11
13622,1596745,123033,13990,2021-11-26,16750,2021-11
13623,1596745,123058,10990,2021-11-26,9250,2021-11
13624,1596745,122907,6190,2021-11-26,6600,2021-11
13625,1596745,122937,24990,2021-11-26,30250,2021-11
13626,1597085,123040,10950,2021-11-26,9800,2021-11
13627,1597085,122946,20900,2021-11-26,22700,2021-11
13628,1597085,123043,10950,2021-11-26,9800,2021-11
13629,1597085,123077,5400,2021-11-26,6650,2021-11
13630,1597085,122945,31200,2021-11-26,37300,2021-11
13631,1597085,122953,7620,2021-11-26,5950,2021-11
13632,1597085,123039,13850,2021-11-26,13800,2021-11
13633,1597085,123056,9380,2021-11-26,8850,2021-11
13634,1597085,122898,8040,2021-11-26,8250,2021-11
13635,1597085,122944,31200,2021-11-26,37300,2021-11
13636,1597085,123078,5400,2021-11-26,6650,2021-11
13637,1597085,123054,6510,2021-11-26,5500,2021-11
13638,1597085,123033,15400,2021-11-26,16750,2021-11
13639,1597085,122947,20900,2021-11-26,22700,2021-11
13640,1597085,122959,36400,2021-11-26,47800,2021-11
13641,1597085,123057,18650,2021-11-26,16200,2021-11
13642,1597085,123036,15050,2021-11-26,18150,2021-11
13643,1597085,123038,13850,2021-11-26,13800,2021-11
13644,1597085,123058,9670,2021-11-26,9250,2021-11
13645,1597085,122949,13550,2021-11-26,16400,2021-11
13646,1597085,122957,17850,2021-11-26,19100,2021-11
13647,1597085,122938,28450,2021-11-26,30250,2021-11
13648,1597085,122892,8500,2021-11-26,12600,2021-11
13649,1597085,122956,17850,2021-11-26,21000,2021-11
13650,1597085,123055,6510,2021-11-26,5500,2021-11
13651,1597085,123032,15400,2021-11-26,16750,2021-11
13652,1597085,122942,13400,2021-11-26,15900,2021-11
13653,1597085,123053,25100,2021-11-26,21000,2021-11
13654,1597085,122939,13400,2021-11-26,15900,2021-11
13656,1597085,122954,8990,2021-11-26,10700,2021-11
13657,1597085,123052,25100,2021-11-26,21000,2021-11
13658,1597093,122947,21000,2021-11-26,22700,2021-11
13659,1597093,122948,14850,2021-11-26,16400,2021-11
13660,1597093,123039,13650,2021-11-26,13800,2021-11
13661,1597093,122952,7620,2021-11-26,5950,2021-11
13662,1597093,122913,10500,2021-11-26,11950,2021-11
13663,1597093,123072,7390,2021-11-26,7950,2021-11
13664,1597093,122926,27250,2021-11-26,21550,2021-11
13665,1597093,122911,27150,2021-11-26,30100,2021-11
13666,1597093,122946,21000,2021-11-26,22700,2021-11
13667,1597093,122954,9180,2021-11-26,10700,2021-11
13668,1597093,122921,15650,2021-11-26,18150,2021-11
13669,1597093,122914,10500,2021-11-26,11950,2021-11
13670,1597093,123040,10700,2021-11-26,9800,2021-11
13671,1597093,122944,33650,2021-11-26,37300,2021-11
13672,1597093,123055,5910,2021-11-26,5500,2021-11
13673,1597093,122894,9740,2021-11-26,9250,2021-11
13674,1597093,122937,26300,2021-11-26,30250,2021-11
13675,1597093,123053,24000,2021-11-26,21000,2021-11
13676,1597093,122918,10500,2021-11-26,11950,2021-11
13677,1597093,122908,13350,2021-11-26,11950,2021-11
13678,1597093,123078,5610,2021-11-26,6650,2021-11
13679,1597093,123056,10600,2021-11-26,8850,2021-11
13680,1597093,122938,26300,2021-11-26,30250,2021-11
13681,1597093,123043,10700,2021-11-26,9800,2021-11
13682,1597093,122945,33650,2021-11-26,37300,2021-11
13683,1597093,122892,13750,2021-11-26,12600,2021-11
13684,1597093,122891,10750,2021-11-26,8500,2021-11
13685,1597093,123036,18000,2021-11-26,18150,2021-11
13686,1597093,122929,5790,2021-11-26,7050,2021-11
13687,1597093,122959,40000,2021-11-26,47800,2021-11
13688,1597093,123038,13650,2021-11-26,13800,2021-11
13689,1597093,122909,9840,2021-11-26,9800,2021-11
13690,1597093,123054,5910,2021-11-26,5500,2021-11
13691,1597093,122958,37850,2021-11-26,43450,2021-11
13692,1597093,123058,11250,2021-11-26,9250,2021-11
13693,1597093,122912,20000,2021-11-26,26400,2021-11
13694,1597093,123057,19000,2021-11-26,16200,2021-11
13695,1597093,122905,7700,2021-11-26,7450,2021-11
13696,1597093,122898,9140,2021-11-26,8250,2021-11
13697,1597093,122949,14850,2021-11-26,16400,2021-11
13698,1597093,122942,12750,2021-11-26,15900,2021-11
13699,1597093,122957,16950,2021-11-26,19100,2021-11
13700,1597093,123052,24000,2021-11-26,21000,2021-11
13701,1597093,123030,33650,2021-11-26,40100,2021-11
13702,1597093,123048,13800,2021-11-26,13800,2021-11
13703,1597093,123047,10700,2021-11-26,10900,2021-11
13704,1597093,122930,5790,2021-11-26,7050,2021-11
13705,1597093,122906,5990,2021-11-26,6000,2021-11
13706,1597093,122956,18750,2021-11-26,21000,2021-11
13707,1597093,123032,15400,2021-11-26,16750,2021-11
13708,1597093,122953,7620,2021-11-26,5950,2021-11
13709,1597093,122907,6370,2021-11-26,6600,2021-11
13710,1597093,122939,12750,2021-11-26,15900,2021-11
13711,1597093,122901,9380,2021-11-26,9550,2021-11
13712,1597093,123033,14700,2021-11-26,16750,2021-11
13713,1597109,123069,3000,2021-11-26,3650,2021-11
13714,1597109,122929,6200,2021-11-26,7600,2021-11
13715,1597109,122936,2700,2021-11-26,3200,2021-11
13716,1597109,122907,5800,2021-11-26,7100,2021-11
13717,1597109,122935,2700,2021-11-26,3200,2021-11
13718,1597109,122960,11000,2021-11-26,13750,2021-11
13719,1597109,123058,9600,2021-11-26,10000,2021-11
13720,1597109,123082,14200,2021-11-26,17650,2021-11
13721,1597109,122898,8600,2021-11-26,8900,2021-11
13722,1597109,123070,3000,2021-11-26,3650,2021-11
13723,1597109,123083,14200,2021-11-26,17650,2021-11
13724,1597367,122944,28900,2021-11-26,35100,2021-11
13725,1597367,122939,11900,2021-11-26,15000,2021-11
13726,1597367,122929,5900,2021-11-26,6650,2021-11
13727,1597367,122925,11900,2021-11-26,21700,2021-11
13728,1597398,123062,820,2021-11-26,11305,2021-11
13729,1597398,122934,1950,2021-11-26,2500,2021-11
13730,1597398,122933,1950,2021-11-26,2650,2021-11
13731,1597398,123063,830,2021-11-26,1150,2021-11
13732,1597398,122951,11320,2021-11-26,1350,2021-11
13733,1597398,122899,10700,2021-11-26,1350,2021-11
13734,1597398,122900,10900,2021-11-26,1350,2021-11
13735,1597398,123064,830,2021-11-26,1150,2021-11
13736,1597398,122929,5100,2021-11-26,7050,2021-11
13737,1597398,122950,11320,2021-11-26,1350,2021-11
13738,1597398,123060,820,2021-11-26,11305,2021-11
13739,1597398,123065,830,2021-11-26,1150,2021-11
13740,1597398,123083,11600,2021-11-26,16300,2021-11
13741,1616347,122950,12500,2021-11-26,1350,2021-11
13742,1616347,122933,1400,2021-11-26,2650,2021-11
13743,1616347,122951,12500,2021-11-26,1350,2021-11
13744,1616347,123082,12500,2021-11-26,16300,2021-11
13745,1616347,122934,1400,2021-11-26,2500,2021-11
13746,1596622,123083,12300,2021-11-27,15350,2021-11
13747,1596622,122903,14900,2021-11-27,18050,2021-11
13748,1596622,122924,16900,2021-11-27,21700,2021-11
13749,1596622,123082,12300,2021-11-27,15350,2021-11
13750,1596622,122969,22800,2021-11-27,28750,2021-11
13751,1596622,123047,9900,2021-11-27,10250,2021-11
13752,1596622,123033,13700,2021-11-27,15750,2021-11
13753,1596622,123030,30900,2021-11-27,37750,2021-11
13754,1596622,122912,20200,2021-11-27,24850,2021-11
13755,1596622,122904,15500,2021-11-27,18950,2021-11
13756,1596622,122923,16900,2021-11-27,21700,2021-11
13757,1596622,122955,20550,2021-11-27,25050,2021-11
13758,1596622,123084,36900,2021-11-27,45400,2021-11
13759,1596622,122911,22900,2021-11-27,28350,2021-11
13760,1596622,122925,16900,2021-11-27,21700,2021-11
13761,1596622,123041,17400,2021-11-27,15600,2021-11
13762,1597281,122895,4100,2021-11-27,4400,2021-11
13763,1597281,122954,8500,2021-11-27,10700,2021-11
13764,1597281,123082,12890,2021-11-27,16300,2021-11
13765,1597281,123082,12890,2021-11-27,16300,2021-11
13766,1597281,123040,10190,2021-11-27,9800,2021-11
13767,1612937,123077,5250,2021-11-27,6650,2021-11
13768,1612937,122907,5390,2021-11-27,6600,2021-11
13769,1612937,122957,17500,2021-11-27,19100,2021-11
13770,1612937,122929,5750,2021-11-27,7050,2021-11
13771,1612937,123054,6350,2021-11-27,5500,2021-11
13772,1612937,123032,7195,2021-11-27,16750,2021-11
13773,1612937,122954,8500,2021-11-27,10700,2021-11
13774,1612937,123047,4690,2021-11-27,10900,2021-11
13775,1612937,122942,12250,2021-11-27,15900,2021-11
13776,1612937,122956,18890,2021-11-27,21000,2021-11
13777,1612937,122918,9250,2021-11-27,11950,2021-11
13778,1612937,122891,8150,2021-11-27,8500,2021-11
13779,1612937,123056,8790,2021-11-27,8850,2021-11
13780,1612937,122944,29450,2021-11-27,37300,2021-11
13781,1612937,123072,7690,2021-11-27,7950,2021-11
13782,1612937,123038,12950,2021-11-27,13800,2021-11
13783,1612937,123058,9050,2021-11-27,9250,2021-11
13784,1612937,122947,9245,2021-11-27,22700,2021-11
13785,1612937,122945,14275,2021-11-27,37300,2021-11
13786,1612937,123083,12890,2021-11-27,16300,2021-11
13787,1612937,122909,8450,2021-11-27,9800,2021-11
13788,1612937,123055,5350,2021-11-27,5500,2021-11
13789,1612937,123048,13800,2021-11-27,13800,2021-11
13790,1612937,122930,5750,2021-11-27,7050,2021-11
13791,1612937,123078,5250,2021-11-27,6650,2021-11
13792,1612937,122939,12250,2021-11-27,15900,2021-11
13793,1612937,122946,18490,2021-11-27,22700,2021-11
13794,1612937,123082,12890,2021-11-27,16300,2021-11
13795,1612937,122913,4950,2021-11-27,11950,2021-11
13796,1612937,123039,12950,2021-11-27,13800,2021-11
13797,1612937,122969,11995,2021-11-27,30550,2021-11
13798,1612937,122958,34790,2021-11-27,43450,2021-11
13799,1612937,123043,10190,2021-11-27,9800,2021-11
13800,1612937,123034,8150,2021-11-27,9950,2021-11
13801,1596886,122936,7600,2021-11-29,3200,2021-11
13802,1623643,123078,6500,2021-11-29,7200,2021-11
13803,1623643,123076,8500,2021-11-29,7200,2021-11
13804,1623643,123056,4500,2021-11-29,9600,2021-11
13805,1623643,123067,2000,2021-11-29,3650,2021-11
13806,1623643,122909,5000,2021-11-29,10650,2021-11
13807,1623643,123071,2000,2021-11-29,3650,2021-11
13808,1623643,123058,7850,2021-11-29,10000,2021-11
13809,1623643,123038,7550,2021-11-29,14900,2021-11
13810,1623643,123069,2000,2021-11-29,3650,2021-11
13811,1623643,123068,2000,2021-11-29,3650,2021-11
13812,1623643,123059,11000,2021-11-29,10300,2021-11
13813,1623643,122910,5000,2021-11-29,10650,2021-11
13814,1623643,123066,2000,2021-11-29,3650,2021-11
13815,1623643,122917,5500,2021-11-29,12950,2021-11
13816,1623643,123077,4500,2021-11-29,7200,2021-11
13817,1623644,123082,8500,2021-11-29,17650,2021-11
13818,1623644,123069,4550,2021-11-29,3650,2021-11
13819,1623644,123070,4500,2021-11-29,3650,2021-11
13820,1623644,122960,19500,2021-11-29,13750,2021-11
13821,1623644,123076,8500,2021-11-29,7200,2021-11
13822,1623644,122936,3500,2021-11-29,3200,2021-11
13823,1623644,123078,8500,2021-11-29,7200,2021-11
13824,1623644,122969,16500,2021-11-29,33050,2021-11
13825,1623644,122909,4500,2021-11-29,10650,2021-11
13826,1623644,123067,4500,2021-11-29,3650,2021-11
13827,1623644,122918,11500,2021-11-29,12950,2021-11
13828,1623644,123056,4500,2021-11-29,9600,2021-11
13829,1623644,123068,4550,2021-11-29,3650,2021-11
13830,1623644,123077,8500,2021-11-29,7200,2021-11
13831,1623644,123058,8500,2021-11-29,10000,2021-11
13832,1623644,122954,6500,2021-11-29,11550,2021-11
13833,1623644,122910,4500,2021-11-29,10650,2021-11
13834,1623644,123059,15000,2021-11-29,10300,2021-11
13835,1623644,123071,5500,2021-11-29,3650,2021-11
13836,1623644,122917,10500,2021-11-29,12950,2021-11
13837,1597087,122909,9510,2021-11-30,9800,2021-11
13838,1597087,123057,18650,2021-11-30,16200,2021-11
13839,1597087,122911,27150,2021-11-30,30100,2021-11
13840,1597087,122959,35500,2021-11-30,47800,2021-11
13841,1597087,123056,9380,2021-11-30,8850,2021-11
13842,1597087,122942,13100,2021-11-30,15900,2021-11
13843,1597087,122954,8550,2021-11-30,10700,2021-11
13844,1597087,122929,6150,2021-11-30,7050,2021-11
13845,1597087,122921,16300,2021-11-30,18150,2021-11
13846,1597087,122957,19300,2021-11-30,19100,2021-11
13847,1597087,122917,9970,2021-11-30,11950,2021-11
13848,1597087,122893,12500,2021-11-30,126735,2021-11
13849,1597087,123032,15400,2021-11-30,16750,2021-11
13850,1597087,122892,12950,2021-11-30,12600,2021-11
13851,1597087,122949,13550,2021-11-30,16400,2021-11
