,IDPdv,IDProducto,Valor,Fecha,PreSugerido,Fecha_Mes
4691,1596872,122952,6350,2021-10-23,5950,2021-10
4692,1596872,122947,17700,2021-10-23,22700,2021-10
4693,1596872,123078,5200,2021-10-23,6650,2021-10
4694,1596872,123034,8150,2021-10-23,9950,2021-10
4695,1596872,123050,3200,2021-10-23,3250,2021-10
4696,1596872,122936,2950,2021-10-23,3700,2021-10
4697,1596872,122939,11950,2021-10-23,15900,2021-10
4698,1596872,123070,2650,2021-10-23,3400,2021-10
4699,1596872,122948,12800,2021-10-23,16400,2021-10
4700,1596872,122942,11950,2021-10-23,15900,2021-10
4701,1596872,122907,5300,2021-10-23,6600,2021-10
4702,1596872,123083,12750,2021-10-23,16300,2021-10
4703,1596872,123055,5400,2021-10-23,5500,2021-10
4704,1596872,122965,8800,2021-10-23,11400,2021-10
4705,1596872,122964,9850,2021-10-23,12600,2021-10
4706,1596872,122960,9650,2021-10-23,12700,2021-10
4707,1596872,122906,4700,2021-10-23,6000,2021-10
4708,1596872,123035,8150,2021-10-23,9950,2021-10
4709,1596872,123068,2650,2021-10-23,3400,2021-10
4710,1596872,122961,5450,2021-10-23,7000,2021-10
4711,1596872,123069,2650,2021-10-23,3400,2021-10
4712,1596872,122946,17700,2021-10-23,22700,2021-10
4713,1596913,123045,950,2021-10-23,1100,2021-10
4714,1596913,122951,900,2021-10-23,1350,2021-10
4715,1596913,122900,800,2021-10-23,1350,2021-10
4716,1596913,122932,1300,2021-10-23,1450,2021-10
4717,1596913,123046,950,2021-10-23,1100,2021-10
4718,1596913,122931,1300,2021-10-23,1450,2021-10
4719,1596913,122933,1800,2021-10-23,2650,2021-10
4720,1596913,123065,850,2021-10-23,1150,2021-10
4721,1596913,123063,850,2021-10-23,1150,2021-10
4722,1596913,122934,1800,2021-10-23,2500,2021-10
4723,1596913,122950,900,2021-10-23,1350,2021-10
4724,1596913,123064,850,2021-10-23,1150,2021-10
4725,1596924,123065,800,2021-10-23,1150,2021-10
4726,1596924,122951,833,2021-10-23,1350,2021-10
4727,1596924,122950,833,2021-10-23,1350,2021-10
4728,1596924,122932,983,2021-10-23,1450,2021-10
4729,1596924,123063,800,2021-10-23,1150,2021-10
4730,1596924,123064,800,2021-10-23,1150,2021-10
4731,1596924,122931,983,2021-10-23,1450,2021-10
4732,1596924,122934,1600,2021-10-23,2500,2021-10
4733,1596924,122899,750,2021-10-23,1350,2021-10
4734,1596926,122951,958,2021-10-23,1350,2021-10
4735,1596926,122934,1700,2021-10-23,2500,2021-10
4736,1596926,123065,900,2021-10-23,1150,2021-10
4737,1596926,122900,800,2021-10-23,1350,2021-10
4738,1596926,122933,1700,2021-10-23,2650,2021-10
4739,1596926,122931,916,2021-10-23,1450,2021-10
4740,1596926,122932,916,2021-10-23,1450,2021-10
4741,1596926,123063,900,2021-10-23,1150,2021-10
4742,1596926,123064,900,2021-10-23,1150,2021-10
4743,1596926,122950,958,2021-10-23,1350,2021-10
4744,1596928,122951,833,2021-10-23,1350,2021-10
4745,1596928,123060,833,2021-10-23,11305,2021-10
4746,1596928,122933,1800,2021-10-23,2650,2021-10
4747,1596928,122931,1250,2021-10-23,1450,2021-10
4748,1596928,123064,833,2021-10-23,1150,2021-10
4749,1596928,122899,791,2021-10-23,1350,2021-10
4750,1596928,123063,833,2021-10-23,1150,2021-10
4751,1596928,122932,1250,2021-10-23,1450,2021-10
4752,1596928,122950,833,2021-10-23,1350,2021-10
4753,1596928,122934,1800,2021-10-23,2500,2021-10
4754,1596928,123065,833,2021-10-23,1150,2021-10
4755,1596969,122961,6150,2021-10-23,7600,2021-10
4756,1596969,123054,600,2021-10-23,5950,2021-10
4757,1596969,123034,9350,2021-10-23,10750,2021-10
4758,1596969,122964,11000,2021-10-23,13650,2021-10
4759,1596969,123076,5850,2021-10-23,7200,2021-10
4760,1596969,122901,8220,2021-10-23,10350,2021-10
4761,1596969,122949,14370,2021-10-23,17750,2021-10
4762,1596969,122936,2650,2021-10-23,3200,2021-10
4763,1596969,123070,2990,2021-10-23,3650,2021-10
4764,1596969,122895,4500,2021-10-23,4750,2021-10
4765,1596969,123048,13700,2021-10-23,14900,2021-10
4766,1596969,122910,8350,2021-10-23,10650,2021-10
4767,1596969,123077,5850,2021-10-23,7200,2021-10
4768,1596969,122948,14370,2021-10-23,17750,2021-10
4769,1596969,123068,2990,2021-10-23,3650,2021-10
4770,1596969,123069,2990,2021-10-23,3650,2021-10
4771,1596969,122894,9400,2021-10-23,10000,2021-10
4772,1596969,122898,8650,2021-10-23,8900,2021-10
4773,1596969,122935,2660,2021-10-23,3200,2021-10
4774,1596969,122906,5200,2021-10-23,6450,2021-10
4775,1596969,122947,19200,2021-10-23,24550,2021-10
4776,1596969,123083,14280,2021-10-23,17650,2021-10
4777,1596969,123056,9500,2021-10-23,9600,2021-10
4778,1596969,122946,19600,2021-10-23,24550,2021-10
4779,1596969,123078,5850,2021-10-23,7200,2021-10
4780,1596969,123082,14240,2021-10-23,17650,2021-10
4781,1596969,122907,5550,2021-10-23,7100,2021-10
4782,1596969,123035,8810,2021-10-23,10750,2021-10
4783,1596969,122965,9990,2021-10-23,12350,2021-10
4784,1596969,122960,26400,2021-10-23,13750,2021-10
4785,1596969,122909,8390,2021-10-23,10650,2021-10
4786,1597001,122957,16700,2021-10-23,19100,2021-10
4787,1597001,123043,11000,2021-10-23,9800,2021-10
4788,1597001,122906,7700,2021-10-23,6000,2021-10
4789,1597001,123040,11000,2021-10-23,9800,2021-10
4790,1597001,122938,25000,2021-10-23,30250,2021-10
4791,1597001,122937,25000,2021-10-23,30250,2021-10
4792,1597001,122892,14900,2021-10-23,12600,2021-10
4793,1597001,122910,9400,2021-10-23,9800,2021-10
4794,1597001,123030,37200,2021-10-23,40100,2021-10
4795,1597001,122959,43400,2021-10-23,47800,2021-10
4796,1597001,123039,13300,2021-10-23,13800,2021-10
4797,1597001,123054,6700,2021-10-23,5500,2021-10
4798,1597001,122921,16900,2021-10-23,18150,2021-10
4799,1597001,122926,28100,2021-10-23,21550,2021-10
4800,1597001,123056,9400,2021-10-23,8850,2021-10
4801,1597001,123038,13300,2021-10-23,13800,2021-10
4802,1597001,122954,8500,2021-10-23,10700,2021-10
4803,1597001,122911,25300,2021-10-23,30100,2021-10
4804,1597001,122947,19900,2021-10-23,22700,2021-10
4805,1597001,122891,28100,2021-10-23,8500,2021-10
4806,1597001,123055,6700,2021-10-23,5500,2021-10
4807,1597001,122946,19900,2021-10-23,22700,2021-10
4808,1597001,123057,21700,2021-10-23,16200,2021-10
4809,1597001,122909,9400,2021-10-23,9800,2021-10
4810,1597001,122912,20700,2021-10-23,26400,2021-10
4811,1597001,123077,5400,2021-10-23,6650,2021-10
4812,1597001,122965,10100,2021-10-23,11400,2021-10
4813,1597001,122942,12400,2021-10-23,15900,2021-10
4814,1597001,122958,40500,2021-10-23,43450,2021-10
4815,1597001,122902,10100,2021-10-23,10450,2021-10
4816,1597001,122939,7900,2021-10-23,15900,2021-10
4817,1597001,122907,5900,2021-10-23,6600,2021-10
4818,1597001,123081,33600,2021-10-23,26000,2021-10
4819,1597003,122901,8100,2021-10-23,9550,2021-10
4820,1597003,122906,5000,2021-10-23,6000,2021-10
4821,1597003,122947,19900,2021-10-23,22700,2021-10
4822,1597003,123040,11000,2021-10-23,9800,2021-10
4823,1597003,122948,13600,2021-10-23,16400,2021-10
4824,1597003,122891,8400,2021-10-23,8500,2021-10
4825,1597003,122939,12400,2021-10-23,15900,2021-10
4826,1597003,123039,13300,2021-10-23,13800,2021-10
4827,1597003,122942,12400,2021-10-23,15900,2021-10
4828,1597003,122954,8500,2021-10-23,10700,2021-10
4829,1597003,123038,13300,2021-10-23,13800,2021-10
4830,1597003,122910,9400,2021-10-23,9800,2021-10
4831,1597003,122907,10100,2021-10-23,6600,2021-10
4832,1597003,122926,28100,2021-10-23,21550,2021-10
4833,1597003,122946,19900,2021-10-23,22700,2021-10
4834,1597003,122902,10100,2021-10-23,10450,2021-10
4835,1597003,122949,13600,2021-10-23,16400,2021-10
4836,1597004,122945,34500,2021-10-23,37300,2021-10
4837,1597004,123038,13400,2021-10-23,13800,2021-10
4838,1597004,122958,39900,2021-10-23,43450,2021-10
4839,1597004,123078,6700,2021-10-23,6650,2021-10
4840,1597004,122907,5700,2021-10-23,6600,2021-10
4841,1597004,123072,6700,2021-10-23,7950,2021-10
4842,1597004,122911,28000,2021-10-23,30100,2021-10
4843,1597004,123039,14700,2021-10-23,13800,2021-10
4844,1597004,122957,18100,2021-10-23,19100,2021-10
4845,1597004,122912,20600,2021-10-23,26400,2021-10
4846,1597004,122954,10300,2021-10-23,10700,2021-10
4847,1597004,122946,20700,2021-10-23,22700,2021-10
4848,1597004,123077,6700,2021-10-23,6650,2021-10
4849,1597004,122902,10300,2021-10-23,10450,2021-10
4850,1597004,122942,12900,2021-10-23,15900,2021-10
4851,1597004,123030,37600,2021-10-23,40100,2021-10
4852,1597004,122947,20700,2021-10-23,22700,2021-10
4853,1597004,122922,18100,2021-10-23,18150,2021-10
4854,1597004,122891,9600,2021-10-23,8500,2021-10
4855,1597004,123081,32800,2021-10-23,26000,2021-10
4856,1597004,123043,11300,2021-10-23,9800,2021-10
4857,1597004,122909,9700,2021-10-23,9800,2021-10
4858,1597004,122920,18100,2021-10-23,18150,2021-10
4860,1597004,122910,9700,2021-10-23,9800,2021-10
4861,1597004,122956,19800,2021-10-23,21000,2021-10
4862,1597004,122921,18100,2021-10-23,18150,2021-10
4863,1597004,122892,12900,2021-10-23,12600,2021-10
4864,1597004,122959,43900,2021-10-23,47800,2021-10
4865,1597004,123082,12900,2021-10-23,16300,2021-10
4866,1597004,122926,28100,2021-10-23,21550,2021-10
4867,1597004,122944,34500,2021-10-23,37300,2021-10
4868,1597004,122937,27300,2021-10-23,30250,2021-10
4869,1597004,123040,11300,2021-10-23,9800,2021-10
4870,1597004,122901,9600,2021-10-23,9550,2021-10
4872,1597004,123057,19300,2021-10-23,16200,2021-10
4873,1597004,122938,27300,2021-10-23,30250,2021-10
4874,1597004,122939,12900,2021-10-23,15900,2021-10
4875,1597005,123082,12400,2021-10-23,16300,2021-10
4876,1597005,122965,40500,2021-10-23,11400,2021-10
4877,1597005,122898,8000,2021-10-23,8250,2021-10
4878,1597005,123056,9400,2021-10-23,8850,2021-10
4879,1597005,122946,19900,2021-10-23,22700,2021-10
4880,1597005,122892,12400,2021-10-23,12600,2021-10
4881,1597005,122957,16700,2021-10-23,19100,2021-10
4882,1597005,123034,15100,2021-10-23,9950,2021-10
4883,1597005,122922,16900,2021-10-23,18150,2021-10
4884,1597005,123057,21700,2021-10-23,16200,2021-10
4885,1597005,122939,12400,2021-10-23,15900,2021-10
4886,1597005,122908,14200,2021-10-23,11950,2021-10
4887,1597005,123078,5400,2021-10-23,6650,2021-10
4888,1597005,122909,9400,2021-10-23,9800,2021-10
4889,1597005,122954,15500,2021-10-23,10700,2021-10
4890,1597005,122956,19900,2021-10-23,21000,2021-10
4891,1597005,122938,25000,2021-10-23,30250,2021-10
4892,1597005,123040,11000,2021-10-23,9800,2021-10
4893,1597005,123081,21700,2021-10-23,26000,2021-10
4894,1597005,122942,12400,2021-10-23,15900,2021-10
4895,1597005,122944,33600,2021-10-23,37300,2021-10
4896,1597005,123039,13300,2021-10-23,13800,2021-10
4897,1597005,123077,5400,2021-10-23,6650,2021-10
4898,1597005,122907,10100,2021-10-23,6600,2021-10
4899,1597005,122926,28100,2021-10-23,21550,2021-10
4900,1597005,122901,8100,2021-10-23,9550,2021-10
4901,1597005,122937,25000,2021-10-23,30250,2021-10
4902,1597005,122947,19900,2021-10-23,22700,2021-10
4903,1597005,122902,14200,2021-10-23,10450,2021-10
4904,1597005,123048,15000,2021-10-23,13800,2021-10
4905,1597005,123038,13300,2021-10-23,13800,2021-10
4906,1597007,123083,12770,2021-10-23,17650,2021-10
4907,1597007,122935,12020,2021-10-23,3200,2021-10
4908,1597007,123056,8200,2021-10-23,9600,2021-10
4909,1597007,123039,12450,2021-10-23,14900,2021-10
4910,1597007,122969,23740,2021-10-23,33050,2021-10
4911,1597007,122897,7730,2021-10-23,8900,2021-10
4912,1597007,122936,2960,2021-10-23,3200,2021-10
4913,1597007,123069,2660,2021-10-23,3650,2021-10
4914,1597007,122909,7700,2021-10-23,10650,2021-10
4915,1597007,123078,5210,2021-10-23,7200,2021-10
4916,1597007,123030,31460,2021-10-23,43400,2021-10
4917,1597007,122911,21300,2021-10-23,32550,2021-10
4918,1597007,122898,8230,2021-10-23,8900,2021-10
4919,1597007,123072,6840,2021-10-23,8650,2021-10
4920,1597007,123038,12450,2021-10-23,14900,2021-10
4921,1597007,122946,17780,2021-10-23,24550,2021-10
4922,1597007,123077,5210,2021-10-23,7200,2021-10
4923,1597007,122906,4690,2021-10-23,6450,2021-10
4924,1597007,123054,6370,2021-10-23,5950,2021-10
4925,1597007,122896,7730,2021-10-23,8900,2021-10
4926,1597007,123035,7770,2021-10-23,10750,2021-10
4927,1597007,122894,8670,2021-10-23,10000,2021-10
4928,1597007,122891,7880,2021-10-23,9200,2021-10
4929,1597007,122939,12020,2021-10-23,17200,2021-10
4930,1597007,123036,14160,2021-10-23,19600,2021-10
4931,1597007,123070,2660,2021-10-23,3650,2021-10
4932,1597007,123068,2660,2021-10-23,3650,2021-10
4933,1597007,123082,12770,2021-10-23,17650,2021-10
4934,1597007,122949,12850,2021-10-23,17750,2021-10
4935,1597007,123034,7770,2021-10-23,10750,2021-10
4936,1597007,123076,5210,2021-10-23,7200,2021-10
4937,1597007,123059,8830,2021-10-23,10300,2021-10
4938,1597007,122942,12020,2021-10-23,17200,2021-10
4939,1597007,123071,2660,2021-10-23,3650,2021-10
4940,1597007,122901,7940,2021-10-23,10350,2021-10
4941,1597007,122910,7700,2021-10-23,10650,2021-10
4942,1597007,122965,8960,2021-10-23,12350,2021-10
4943,1597007,122947,17780,2021-10-23,24550,2021-10
4944,1597007,122907,8220,2021-10-23,7100,2021-10
4945,1597037,122891,8400,2021-10-23,8500,2021-10
4946,1597037,122948,13600,2021-10-23,16400,2021-10
4947,1597037,122945,33600,2021-10-23,37300,2021-10
4948,1597037,122946,19900,2021-10-23,22700,2021-10
4949,1597037,122937,24900,2021-10-23,30250,2021-10
4950,1597037,122954,8500,2021-10-23,10700,2021-10
4951,1597037,122958,40500,2021-10-23,43450,2021-10
4952,1597037,123078,5400,2021-10-23,6650,2021-10
4953,1597037,122944,33600,2021-10-23,37300,2021-10
4954,1597037,122956,18100,2021-10-23,21000,2021-10
4955,1597037,122965,10100,2021-10-23,11400,2021-10
4956,1597037,122926,28100,2021-10-23,21550,2021-10
4957,1597037,123077,5400,2021-10-23,6650,2021-10
4958,1597037,122947,19900,2021-10-23,22700,2021-10
4959,1597037,122939,12400,2021-10-23,15900,2021-10
4960,1597037,122921,16900,2021-10-23,18150,2021-10
4961,1597037,122949,13600,2021-10-23,16400,2021-10
4962,1597037,122909,9400,2021-10-23,9800,2021-10
4963,1597037,122901,8100,2021-10-23,9550,2021-10
4964,1597037,122959,43400,2021-10-23,47800,2021-10
4965,1597037,122942,12400,2021-10-23,15900,2021-10
4966,1597037,122922,16900,2021-10-23,18150,2021-10
4967,1597037,122906,5000,2021-10-23,6000,2021-10
4968,1597037,122907,5900,2021-10-23,6600,2021-10
4969,1597037,122938,25000,2021-10-23,30250,2021-10
4970,1597037,122910,9400,2021-10-23,9800,2021-10
4971,1597038,122954,10300,2021-10-23,10700,2021-10
4972,1597038,122891,9600,2021-10-23,8500,2021-10
4973,1597038,122957,18100,2021-10-23,19100,2021-10
4974,1597038,122947,20700,2021-10-23,22700,2021-10
4975,1597038,122939,12900,2021-10-23,15900,2021-10
4976,1597038,123040,11300,2021-10-23,9800,2021-10
4977,1597038,122926,28100,2021-10-23,21550,2021-10
4978,1597038,122942,12900,2021-10-23,15900,2021-10
4979,1597038,122902,10300,2021-10-23,10450,2021-10
4980,1597038,122909,9700,2021-10-23,9800,2021-10
4981,1597038,122946,20700,2021-10-23,22700,2021-10
4982,1597038,123054,6450,2021-10-23,5500,2021-10
4983,1597038,122956,19800,2021-10-23,21000,2021-10
4984,1597038,122945,34500,2021-10-23,37300,2021-10
4985,1597038,122906,6900,2021-10-23,6000,2021-10
4986,1597038,122938,27300,2021-10-23,30250,2021-10
4987,1597038,122910,9700,2021-10-23,9800,2021-10
4988,1597038,122959,43900,2021-10-23,47800,2021-10
4989,1597038,123030,37600,2021-10-23,40100,2021-10
4990,1597038,123056,11500,2021-10-23,8850,2021-10
4991,1597038,122958,39900,2021-10-23,43450,2021-10
4992,1597038,122907,5700,2021-10-23,6600,2021-10
4993,1597038,123039,14700,2021-10-23,13800,2021-10
4994,1597038,123077,6700,2021-10-23,6650,2021-10
4995,1597038,122921,18100,2021-10-23,18150,2021-10
4996,1597038,122937,27300,2021-10-23,30250,2021-10
4997,1597038,122912,20600,2021-10-23,26400,2021-10
4998,1597038,123081,32800,2021-10-23,26000,2021-10
4999,1597038,122944,34500,2021-10-23,37300,2021-10
5000,1597038,122892,12900,2021-10-23,12600,2021-10
5001,1597038,122901,9600,2021-10-23,9550,2021-10
5002,1597038,123038,13400,2021-10-23,13800,2021-10
5003,1597038,122911,28000,2021-10-23,30100,2021-10
5004,1597038,123057,19300,2021-10-23,16200,2021-10
5005,1597060,122911,17040,2021-10-23,28350,2021-10
5006,1597060,122942,11400,2021-10-23,15000,2021-10
5007,1597060,122925,16700,2021-10-23,21700,2021-10
5008,1597060,122923,16700,2021-10-23,21700,2021-10
5009,1597060,122969,15600,2021-10-23,28750,2021-10
5010,1597060,122919,13100,2021-10-23,17050,2021-10
5011,1597060,122920,13100,2021-10-23,17050,2021-10
5012,1597060,123033,9760,2021-10-23,15750,2021-10
5013,1597060,123032,9760,2021-10-23,15750,2021-10
5014,1597060,123036,10700,2021-10-23,17050,2021-10
5015,1597060,122939,11400,2021-10-23,15000,2021-10
5016,1597060,122956,15600,2021-10-23,19800,2021-10
5017,1597060,122921,13100,2021-10-23,17050,2021-10
5018,1597060,122903,14600,2021-10-23,18050,2021-10
5019,1597060,123041,16400,2021-10-23,15600,2021-10
5020,1597062,123041,16400,2021-10-23,15600,2021-10
5021,1597062,122945,27700,2021-10-23,35100,2021-10
5022,1597062,123030,22850,2021-10-23,37750,2021-10
5023,1597062,122957,14100,2021-10-23,18000,2021-10
5024,1597062,123049,15700,2021-10-23,17100,2021-10
5025,1597062,122969,22900,2021-10-23,28750,2021-10
5026,1597062,122939,11400,2021-10-23,15000,2021-10
5027,1597062,122903,14600,2021-10-23,18050,2021-10
5028,1597062,122925,16700,2021-10-23,21700,2021-10
5029,1597062,122919,13100,2021-10-23,17050,2021-10
5030,1597062,122923,16700,2021-10-23,21700,2021-10
5031,1597062,122942,11400,2021-10-23,15000,2021-10
5032,1597062,122956,15600,2021-10-23,19800,2021-10
5033,1597074,123039,11150,2021-10-23,14900,2021-10
5034,1597074,123058,10150,2021-10-23,10000,2021-10
5035,1597074,123032,11700,2021-10-23,18100,2021-10
5036,1597074,123036,16550,2021-10-23,19600,2021-10
5037,1597074,122956,13950,2021-10-23,22750,2021-10
5038,1597074,122910,9800,2021-10-23,10650,2021-10
5039,1597074,122939,10550,2021-10-23,17200,2021-10
5040,1597074,122948,15200,2021-10-23,17750,2021-10
5041,1597074,123056,9600,2021-10-23,9600,2021-10
5042,1597074,122895,5150,2021-10-23,4750,2021-10
5043,1597074,122905,6750,2021-10-23,8100,2021-10
5044,1597074,123076,6100,2021-10-23,7200,2021-10
5045,1597074,123083,14900,2021-10-23,17650,2021-10
5046,1597074,122946,21000,2021-10-23,24550,2021-10
5047,1597074,123035,9100,2021-10-23,10750,2021-10
5048,1597074,122942,10550,2021-10-23,17200,2021-10
5049,1597074,123043,11200,2021-10-23,10600,2021-10
5050,1597074,122960,11150,2021-10-23,13750,2021-10
5051,1597074,122957,12700,2021-10-23,20650,2021-10
5052,1597074,122917,8200,2021-10-23,12950,2021-10
5053,1597074,123059,10350,2021-10-23,10300,2021-10
5054,1597074,122965,10100,2021-10-23,12350,2021-10
5055,1597074,123038,11150,2021-10-23,14900,2021-10
5056,1597074,123033,11700,2021-10-23,18100,2021-10
5057,1597074,123078,6100,2021-10-23,7200,2021-10
5058,1597074,123040,8400,2021-10-23,10600,2021-10
5059,1597074,122969,20100,2021-10-23,33050,2021-10
5060,1597074,123082,14900,2021-10-23,17650,2021-10
5061,1597074,122964,11150,2021-10-23,13650,2021-10
5062,1597074,122906,5500,2021-10-23,6450,2021-10
5063,1597074,123034,9100,2021-10-23,10750,2021-10
5064,1597074,122947,21000,2021-10-23,24550,2021-10
5065,1597105,122917,9150,2021-10-23,12950,2021-10
5066,1597105,122935,2750,2021-10-23,3200,2021-10
5067,1597105,123082,12300,2021-10-23,17650,2021-10
5068,1597105,122964,5350,2021-10-23,13650,2021-10
5069,1597105,122960,9650,2021-10-23,13750,2021-10
5070,1597105,122910,7500,2021-10-23,10650,2021-10
5071,1597105,123067,3250,2021-10-23,3650,2021-10
5072,1597105,123083,12150,2021-10-23,17650,2021-10
5073,1597105,123071,3250,2021-10-23,3650,2021-10
5074,1597105,122918,9150,2021-10-23,12950,2021-10
5075,1597105,123069,3250,2021-10-23,3650,2021-10
5076,1597105,122957,15850,2021-10-23,20650,2021-10
5077,1597131,122910,8890,2021-10-23,9800,2021-10
5078,1597131,123053,25100,2021-10-23,21000,2021-10
5079,1597131,122906,4990,2021-10-23,6000,2021-10
5080,1597131,122907,5390,2021-10-23,6600,2021-10
5081,1597131,123052,25100,2021-10-23,21000,2021-10
5082,1597131,122901,7850,2021-10-23,9550,2021-10
5083,1597131,123058,10900,2021-10-23,9250,2021-10
5084,1597131,122909,8890,2021-10-23,9800,2021-10
5085,1597131,123054,6490,2021-10-23,5500,2021-10
5086,1597131,123056,9060,2021-10-23,8850,2021-10
5087,1597131,122898,7690,2021-10-23,8250,2021-10
5088,1597131,122892,12000,2021-10-23,12600,2021-10
5089,1597131,122902,9570,2021-10-23,10450,2021-10
5090,1597132,122946,19900,2021-10-23,22700,2021-10
5091,1597132,122947,19900,2021-10-23,22700,2021-10
5092,1597132,122914,10830,2021-10-23,11950,2021-10
5093,1597132,122937,24850,2021-10-23,30250,2021-10
5094,1597132,122915,9970,2021-10-23,11950,2021-10
5095,1597132,122948,11950,2021-10-23,16400,2021-10
5096,1597132,122926,27250,2021-10-23,21550,2021-10
5097,1597132,122910,9370,2021-10-23,9800,2021-10
5098,1597132,122917,9970,2021-10-23,11950,2021-10
5099,1597132,122949,11950,2021-10-23,16400,2021-10
5100,1597132,123083,15100,2021-10-23,16300,2021-10
5101,1597132,122959,41500,2021-10-23,47800,2021-10
5102,1597132,122945,33150,2021-10-23,37300,2021-10
5103,1597132,122918,9970,2021-10-23,11950,2021-10
5104,1597132,122954,9500,2021-10-23,10700,2021-10
5105,1597132,122893,13050,2021-10-23,126735,2021-10
5106,1597132,122912,20000,2021-10-23,26400,2021-10
5107,1597132,123040,10950,2021-10-23,9800,2021-10
5108,1597132,122938,24850,2021-10-23,30250,2021-10
5109,1597132,123056,10650,2021-10-23,8850,2021-10
5110,1597132,122898,7160,2021-10-23,8250,2021-10
5111,1597132,123032,15400,2021-10-23,16750,2021-10
5112,1597132,122906,6720,2021-10-23,6000,2021-10
5113,1597132,123036,18000,2021-10-23,18150,2021-10
5114,1597132,122908,11950,2021-10-23,11950,2021-10
5115,1597132,123054,6170,2021-10-23,5500,2021-10
5116,1597132,122901,7140,2021-10-23,9550,2021-10
5117,1597132,123053,25100,2021-10-23,21000,2021-10
5118,1597132,122891,9320,2021-10-23,8500,2021-10
5119,1597132,122911,27150,2021-10-23,30100,2021-10
5120,1597132,122929,6750,2021-10-23,7050,2021-10
5121,1597132,123039,14200,2021-10-23,13800,2021-10
5122,1597132,123057,18680,2021-10-23,16200,2021-10
5123,1597132,122907,5460,2021-10-23,6600,2021-10
5124,1597132,122894,8810,2021-10-23,9250,2021-10
5125,1597132,122902,9710,2021-10-23,10450,2021-10
5126,1597132,123048,14200,2021-10-23,13800,2021-10
5127,1597132,123055,6170,2021-10-23,5500,2021-10
5128,1597132,122958,37750,2021-10-23,43450,2021-10
5129,1597132,123052,25100,2021-10-23,21000,2021-10
5130,1597132,123058,9840,2021-10-23,9250,2021-10
5131,1597132,122921,17550,2021-10-23,18150,2021-10
5132,1597132,122904,7160,2021-10-23,20150,2021-10
5133,1597132,122930,6750,2021-10-23,7050,2021-10
5134,1597132,123038,14200,2021-10-23,13800,2021-10
5135,1597132,122944,33150,2021-10-23,37300,2021-10
5136,1597132,122909,9370,2021-10-23,9800,2021-10
5137,1597132,123033,15400,2021-10-23,16750,2021-10
5138,1597132,122919,17550,2021-10-23,18150,2021-10
5139,1597132,122922,17550,2021-10-23,18150,2021-10
5140,1597132,123078,5600,2021-10-23,6650,2021-10
5141,1597132,123082,15100,2021-10-23,16300,2021-10
5142,1597132,123043,10950,2021-10-23,9800,2021-10
5143,1597132,122905,7000,2021-10-23,7450,2021-10
5144,1597132,123030,36500,2021-10-23,40100,2021-10
5145,1597133,123038,14200,2021-10-23,13800,2021-10
5146,1597133,123030,36500,2021-10-23,40100,2021-10
5147,1597133,122926,27250,2021-10-23,21550,2021-10
5148,1597133,122946,19900,2021-10-23,22700,2021-10
5149,1597133,123078,5600,2021-10-23,6650,2021-10
5150,1597133,122917,9970,2021-10-23,11950,2021-10
5151,1597133,122898,7160,2021-10-23,8250,2021-10
5152,1597133,122945,33850,2021-10-23,37300,2021-10
5153,1597133,122910,9350,2021-10-23,9800,2021-10
5154,1597133,122912,20000,2021-10-23,26400,2021-10
5155,1597133,123056,10650,2021-10-23,8850,2021-10
5156,1597133,123052,25100,2021-10-23,21000,2021-10
5157,1597133,122892,12450,2021-10-23,12600,2021-10
5158,1597133,122948,11950,2021-10-23,16400,2021-10
5159,1597133,123033,15400,2021-10-23,16750,2021-10
5160,1597133,122949,11950,2021-10-23,16400,2021-10
5161,1597133,122907,5460,2021-10-23,6600,2021-10
5162,1597133,123054,6170,2021-10-23,5500,2021-10
5163,1597133,122969,25950,2021-10-23,30550,2021-10
5164,1597133,122953,7200,2021-10-23,5950,2021-10
5165,1597133,122905,7000,2021-10-23,7450,2021-10
5166,1597133,123053,25100,2021-10-23,21000,2021-10
5167,1597133,122891,9320,2021-10-23,8500,2021-10
5168,1597133,122958,37750,2021-10-23,43450,2021-10
5169,1597133,122906,6670,2021-10-23,6000,2021-10
5170,1597133,123036,18000,2021-10-23,18150,2021-10
5171,1597133,123040,10950,2021-10-23,9800,2021-10
5172,1597133,122909,9370,2021-10-23,9800,2021-10
5173,1597133,122929,6000,2021-10-23,7050,2021-10
5174,1597133,123032,15400,2021-10-23,16750,2021-10
5175,1597133,122919,17550,2021-10-23,18150,2021-10
5176,1597133,122954,9500,2021-10-23,10700,2021-10
5177,1597133,123057,18650,2021-10-23,16200,2021-10
5178,1597133,122939,12500,2021-10-23,15900,2021-10
5179,1597133,122956,17350,2021-10-23,21000,2021-10
5180,1597133,122930,6000,2021-10-23,7050,2021-10
5181,1597133,123048,16100,2021-10-23,13800,2021-10
5182,1597133,122938,24850,2021-10-23,30250,2021-10
5183,1597133,122952,7200,2021-10-23,5950,2021-10
5184,1597133,122942,12800,2021-10-23,15900,2021-10
5185,1597133,122947,19900,2021-10-23,22700,2021-10
5186,1597133,122902,9710,2021-10-23,10450,2021-10
5187,1597133,123083,15100,2021-10-23,16300,2021-10
5188,1597133,122937,24850,2021-10-23,30250,2021-10
5189,1597133,122894,8810,2021-10-23,9250,2021-10
5190,1597133,122921,17550,2021-10-23,18150,2021-10
5191,1597133,122911,37750,2021-10-23,30100,2021-10
