,IDProducto,Categoria,SubCategoria,IDPdv,Valor,Fecha,PreSugerido,Ciudad,Depto,Cadena,Regional
19567,122907,Quitagrasa,Quitagrasa Repuesto,1596729,6790,2021-10-28,6600,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19568,123032,Limpia Baños,Liquido,1596729,13990,2021-10-28,16750,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19569,123033,Limpia Baños,Liquido,1596729,13990,2021-10-28,16750,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19570,122956,Detergentes,Ropa Oscura 1800ml,1596729,16590,2021-10-28,21000,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19571,122958,Detergentes,Todos Los Dias 3785ml,1596729,33990,2021-10-28,43450,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19572,122959,Detergentes,Ropa Oscura 3785ml,1596729,37390,2021-10-28,47800,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19573,122964,Detergentes,Ropa Oscura 900ml,1596729,11590,2021-10-28,12600,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19574,122969,Detergentes,Ropa Bebe 2000ml,1596729,23790,2021-10-28,30550,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19575,123036,Limpia Baños,Pastillas Azules,1596729,14790,2021-10-28,18150,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19576,122912,Lava Vajillas,Abrillantador,1596729,21590,2021-10-28,26400,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19577,123030,Lava Vajillas,Polvo,1596729,32990,2021-10-28,40100,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19578,123056,Cuidado Muebles,Cubrerasguños,1596729,8190,2021-10-28,8850,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19579,123058,Cuidado Muebles,Lustramuebles,1596729,10990,2021-10-28,9250,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19580,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1596729,9990,2021-10-28,8500,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19581,122909,Limpiadores Especializados,Limpiadores De Hornos,1596729,9590,2021-10-28,9800,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19582,122910,Limpiadores Especializados,Limpiadores De Hornos,1596729,9590,2021-10-28,9800,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19583,123052,Limpia Pisos Especializados,Pisos,1596729,21390,2021-10-28,21000,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19584,123053,Limpia Pisos Especializados,Pisos,1596729,21390,2021-10-28,21000,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19585,122929,Desmanchadores,Liquido Blanco,1596729,5990,2021-10-28,7050,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19586,122937,Desmanchadores,Liquido Blanco,1596729,24990,2021-10-28,30250,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19587,122938,Desmanchadores,Liquido Rosa,1596729,24990,2021-10-28,30250,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19588,122944,Desmanchadores,Polvo Blanco,1596729,29990,2021-10-28,37300,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19589,122945,Desmanchadores,Polvo Rosa,1596729,29990,2021-10-28,37300,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19590,122946,Desmanchadores,Polvo Blanco,1596729,18590,2021-10-28,22700,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19591,122947,Desmanchadores,Polvo Rosa,1596729,18590,2021-10-28,22700,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19592,122948,Desmanchadores,Polvo Blanco,1596729,13190,2021-10-28,16400,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19593,122949,Desmanchadores,Polvo Blanco,1596729,13190,2021-10-28,16400,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19594,122952,Desmanchadores,Polvo Blanco,1596729,3990,2021-10-28,5950,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19595,122953,Desmanchadores,Polvo Rosa,1596729,3990,2021-10-28,5950,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19596,122914,Limpia Pisos,Energia,1596729,9590,2021-10-28,11950,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19597,122915,Limpia Pisos,Tranquilidad,1596729,9590,2021-10-28,11950,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19598,122916,Limpia Pisos,Canela Manzana,1596729,9590,2021-10-28,11950,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19599,122917,Limpia Pisos,Vainilla,1596729,9590,2021-10-28,11950,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19600,122918,Limpia Pisos,Lavanda,1596729,9590,2021-10-28,11950,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19601,122921,Limpia Pisos,Lavanda,1596729,14590,2021-10-28,18150,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19602,122922,Limpia Pisos,Canela Manzana,1596729,14590,2021-10-28,18150,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19603,123082,Desmanchadores,Liquido Blanco,1596729,13190,2021-10-28,16300,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19604,123057,Ceras,Especializados,1596729,18590,2021-10-28,16200,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19605,123081,Ceras,Brillo Instantaneo,1596729,30990,2021-10-28,26000,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19606,123039,Desinfeccion,Aerosoles,1596729,12990,2021-10-28,13800,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19607,123040,Desinfeccion,Pañitos,1596729,9990,2021-10-28,9800,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19608,123043,Desinfeccion,Pañitos,1596729,9990,2021-10-28,9800,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19609,123047,Desinfeccion,Lysol Cocina,1596729,9990,2021-10-28,10900,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19610,122901,Limpia Vidrios,Vidrios Pistola,1596729,9190,2021-10-28,9550,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19611,122906,Limpia Vidrios,Vidrios Repuesto,1596729,5990,2021-10-28,6000,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19612,122954,Prelavado,Prelavado Repuesto,1596729,8990,2021-10-28,10700,Barrancabermeja,SANTANDER,Cencosud,Santanderes
19613,122905,Quitagrasa,Multiusos Repuesto,1597070,6850,2021-10-28,8100,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19614,123032,Limpia Baños,Liquido,1597070,15650,2021-10-28,18100,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19615,123033,Limpia Baños,Liquido,1597070,15650,2021-10-28,18100,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19616,123034,Limpia Baños,Pastillas Blanco,1597070,9100,2021-10-28,10750,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19617,123035,Limpia Baños,Pastillas Azules,1597070,9100,2021-10-28,10750,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19618,122956,Detergentes,Ropa Oscura 1800ml,1597070,19050,2021-10-28,22750,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19619,122957,Detergentes,Todos Los Dias 1800ml,1597070,17300,2021-10-28,20650,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19620,122960,Detergentes,Ropa Bebe 900ml,1597070,11400,2021-10-28,13750,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19621,122964,Detergentes,Ropa Oscura 900ml,1597070,11400,2021-10-28,13650,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19622,122965,Detergentes,Todos Los Dias 900ml,1597070,10350,2021-10-28,12350,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19623,122969,Detergentes,Ropa Bebe 2000ml,1597070,27400,2021-10-28,33050,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19624,123036,Limpia Baños,Pastillas Azules,1597070,16550,2021-10-28,19600,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19625,123056,Cuidado Muebles,Cubrerasguños,1597070,9600,2021-10-28,9600,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19626,123058,Cuidado Muebles,Lustramuebles,1597070,10150,2021-10-28,10000,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19627,122939,Desmanchadores,Liquido Rosa,1597070,14050,2021-10-28,17200,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19628,122942,Desmanchadores,Liquido Blanco,1597070,14050,2021-10-28,17200,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19629,122946,Desmanchadores,Polvo Blanco,1597070,21000,2021-10-28,24550,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19630,122947,Desmanchadores,Polvo Rosa,1597070,21000,2021-10-28,24550,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19631,122948,Desmanchadores,Polvo Blanco,1597070,15200,2021-10-28,17750,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19632,122949,Desmanchadores,Polvo Blanco,1597070,15200,2021-10-28,17750,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19633,123055,Limpia Pisos Especializados,Pisos,1597070,6300,2021-10-28,5950,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19634,122917,Limpia Pisos,Vainilla,1597070,10950,2021-10-28,12950,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19635,123082,Desmanchadores,Liquido Blanco,1597070,14900,2021-10-28,17650,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19636,123083,Desmanchadores,Liquido Rosa,1597070,14900,2021-10-28,17650,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19637,123076,Limpia Pisos,Canela Manzana,1597070,6100,2021-10-28,7200,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19638,123077,Limpia Pisos,Lavanda,1597070,6100,2021-10-28,7200,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19639,123078,Limpia Pisos,Vainilla,1597070,6100,2021-10-28,7200,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19640,122895,Betun,Pasta 30gr Cherry,1597070,3250,2021-10-28,4750,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19641,123038,Desinfeccion,Aerosoles,1597070,14850,2021-10-28,14900,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19642,123039,Desinfeccion,Aerosoles,1597070,14850,2021-10-28,14900,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19643,123040,Desinfeccion,Pañitos,1597070,11200,2021-10-28,10600,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19644,123043,Desinfeccion,Pañitos,1597070,11200,2021-10-28,10600,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19645,123047,Desinfeccion,Lysol Cocina,1597070,8700,2021-10-28,11800,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19646,122906,Limpia Vidrios,Vidrios Repuesto,1597070,5500,2021-10-28,6450,Barrancabermeja,SANTANDER,Mas Por Menos,Santanderes
19647,122905,Quitagrasa,Multiusos Repuesto,1597095,7700,2021-10-29,7450,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19648,122905,Quitagrasa,Multiusos Repuesto,1597095,9160,2022-02-11,7450,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19649,122907,Quitagrasa,Quitagrasa Repuesto,1597095,6370,2021-10-29,6600,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19650,122907,Quitagrasa,Quitagrasa Repuesto,1597095,8330,2022-02-11,6600,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19651,123032,Limpia Baños,Liquido,1597095,15400,2021-10-29,16750,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19652,123032,Limpia Baños,Liquido,1597095,19400,2022-02-11,16750,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19653,123033,Limpia Baños,Liquido,1597095,14700,2021-10-29,16750,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19654,123033,Limpia Baños,Liquido,1597095,19400,2022-02-11,16750,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19655,122956,Detergentes,Ropa Oscura 1800ml,1597095,17800,2021-10-29,21000,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19656,122956,Detergentes,Ropa Oscura 1800ml,1597095,20200,2022-02-11,21000,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19657,122957,Detergentes,Todos Los Dias 1800ml,1597095,15600,2021-10-29,19100,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19658,122957,Detergentes,Todos Los Dias 1800ml,1597095,21350,2022-02-11,19100,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19659,123036,Limpia Baños,Pastillas Azules,1597095,18000,2021-10-29,18150,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19660,123036,Limpia Baños,Pastillas Azules,1597095,21600,2022-02-11,18150,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19661,125012,Limpia Baños,Pastillas Blanco,1597095,2160,2022-02-11,0,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19662,123056,Cuidado Muebles,Cubrerasguños,1597095,10600,2021-10-29,8850,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19663,123056,Cuidado Muebles,Cubrerasguños,1597095,11950,2022-02-11,8850,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19664,123058,Cuidado Muebles,Lustramuebles,1597095,11250,2021-10-29,9250,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19665,123058,Cuidado Muebles,Lustramuebles,1597095,12700,2022-02-11,9250,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19666,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597095,10750,2021-10-29,8500,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19667,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597095,11250,2022-02-11,8500,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19668,122909,Limpiadores Especializados,Limpiadores De Hornos,1597095,9840,2021-10-29,9800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19669,122910,Limpiadores Especializados,Limpiadores De Hornos,1597095,9840,2021-10-29,9800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19670,122910,Limpiadores Especializados,Limpiadores De Hornos,1597095,12850,2022-02-11,9800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19671,123052,Limpia Pisos Especializados,Pisos,1597095,24000,2021-10-29,21000,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19672,123052,Limpia Pisos Especializados,Pisos,1597095,27300,2022-02-11,21000,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19673,123053,Limpia Pisos Especializados,Pisos,1597095,24000,2021-10-29,21000,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19674,123053,Limpia Pisos Especializados,Pisos,1597095,27300,2022-02-11,21000,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19675,122929,Desmanchadores,Liquido Blanco,1597095,6990,2022-02-11,7050,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19676,122930,Desmanchadores,Liquido Rosa,1597095,5920,2021-10-29,7050,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19677,122930,Desmanchadores,Liquido Rosa,1597095,7240,2022-02-11,7050,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19678,122938,Desmanchadores,Liquido Rosa,1597095,24600,2021-10-29,30250,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19679,122938,Desmanchadores,Liquido Rosa,1597095,28050,2022-02-11,30250,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19680,122939,Desmanchadores,Liquido Rosa,1597095,12450,2021-10-29,15900,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19681,122939,Desmanchadores,Liquido Rosa,1597095,16600,2022-02-11,15900,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19682,122942,Desmanchadores,Liquido Blanco,1597095,12450,2021-10-29,15900,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19683,122942,Desmanchadores,Liquido Blanco,1597095,16600,2022-02-11,15900,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19684,122944,Desmanchadores,Polvo Blanco,1597095,30600,2021-10-29,37300,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19685,122944,Desmanchadores,Polvo Blanco,1597095,40050,2022-02-11,37300,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19686,122945,Desmanchadores,Polvo Rosa,1597095,30600,2021-10-29,37300,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19687,122945,Desmanchadores,Polvo Rosa,1597095,42600,2022-02-11,37300,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19688,122946,Desmanchadores,Polvo Blanco,1597095,19200,2021-10-29,22700,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19689,122946,Desmanchadores,Polvo Blanco,1597095,26650,2022-02-11,22700,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19690,122947,Desmanchadores,Polvo Rosa,1597095,19200,2021-10-29,22700,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19691,122947,Desmanchadores,Polvo Rosa,1597095,26650,2022-02-11,22700,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19692,122948,Desmanchadores,Polvo Blanco,1597095,13500,2021-10-29,16400,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19693,122948,Desmanchadores,Polvo Blanco,1597095,16150,2022-02-11,16400,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19694,122949,Desmanchadores,Polvo Blanco,1597095,13500,2021-10-29,16400,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19695,122949,Desmanchadores,Polvo Blanco,1597095,16150,2022-02-11,16400,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19696,122952,Desmanchadores,Polvo Blanco,1597095,7110,2021-10-29,5950,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19697,122952,Desmanchadores,Polvo Blanco,1597095,7950,2022-02-11,5950,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19698,122953,Desmanchadores,Polvo Rosa,1597095,7110,2021-10-29,5950,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19699,122953,Desmanchadores,Polvo Rosa,1597095,7950,2022-02-11,5950,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19700,123054,Limpia Pisos Especializados,Pisos,1597095,5910,2021-10-29,5500,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19701,123055,Limpia Pisos Especializados,Pisos,1597095,5910,2021-10-29,5500,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19702,123055,Limpia Pisos Especializados,Pisos,1597095,7120,2022-02-11,5500,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19703,123083,Desmanchadores,Liquido Rosa,1597095,14100,2021-10-29,16300,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19704,123057,Ceras,Especializados,1597095,16050,2021-10-29,16200,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19705,123078,Limpia Pisos,Vainilla,1597095,6830,2022-02-11,6650,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19706,122892,Betun,Pasta 96gr Negro,1597095,13250,2021-10-29,12600,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19707,122892,Betun,Pasta 96gr Negro,1597095,13800,2022-02-11,12600,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19708,122893,Betun,Cremoso 100ml,1597095,12500,2021-10-29,126735,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19709,122893,Betun,Cremoso 100ml,1597095,12650,2022-02-11,126735,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19710,122894,Betun,Pasta 65gr Cherry,1597095,9740,2021-10-29,9250,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19711,122894,Betun,Pasta 65gr Cherry,1597095,10150,2022-02-11,9250,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19712,122898,Betun,Liquidos Cherry,1597095,7940,2021-10-29,8250,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19713,122898,Betun,Liquidos Cherry,1597095,8260,2022-02-11,8250,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19714,123038,Desinfeccion,Aerosoles,1597095,13650,2021-10-29,13800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19715,123038,Desinfeccion,Aerosoles,1597095,17300,2022-02-11,13800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19716,123039,Desinfeccion,Aerosoles,1597095,13650,2021-10-29,13800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19717,123039,Desinfeccion,Aerosoles,1597095,17300,2022-02-11,13800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19718,123040,Desinfeccion,Pañitos,1597095,10700,2021-10-29,9800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19719,123040,Desinfeccion,Pañitos,1597095,12750,2022-02-11,9800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19720,123043,Desinfeccion,Pañitos,1597095,12750,2022-02-11,9800,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19721,122901,Limpia Vidrios,Vidrios Pistola,1597095,9380,2021-10-29,9550,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19722,122906,Limpia Vidrios,Vidrios Repuesto,1597095,5990,2021-10-29,6000,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19723,122906,Limpia Vidrios,Vidrios Repuesto,1597095,7690,2022-02-11,6000,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19724,122954,Prelavado,Prelavado Repuesto,1597095,10200,2021-10-29,10700,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19725,122954,Prelavado,Prelavado Repuesto,1597095,11600,2022-02-11,10700,Bucaramanga,SANTANDER,Grupo Comercial Éxito,Santanderes
19726,122905,Quitagrasa,Multiusos Repuesto,1597310,6450,2021-10-29,7450,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19727,122905,Quitagrasa,Multiusos Repuesto,1597310,6450,2021-11-04,7450,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19728,122907,Quitagrasa,Quitagrasa Repuesto,1597310,6950,2021-10-29,6600,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19729,122907,Quitagrasa,Quitagrasa Repuesto,1597310,5950,2021-11-04,6600,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19730,123034,Limpia Baños,Pastillas Blanco,1597310,8150,2021-10-29,9950,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19731,123034,Limpia Baños,Pastillas Blanco,1597310,8150,2021-11-04,9950,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19732,123035,Limpia Baños,Pastillas Azules,1597310,8150,2021-10-29,9950,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19733,123035,Limpia Baños,Pastillas Azules,1597310,8150,2021-11-04,9950,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19734,122964,Detergentes,Ropa Oscura 900ml,1597310,10050,2021-10-29,12600,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19735,122964,Detergentes,Ropa Oscura 900ml,1597310,10050,2021-11-04,12600,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19736,122965,Detergentes,Todos Los Dias 900ml,1597310,9100,2021-10-29,11400,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19737,122965,Detergentes,Todos Los Dias 900ml,1597310,9100,2021-11-04,11400,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19738,123056,Cuidado Muebles,Cubrerasguños,1597310,8790,2021-10-29,8850,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19739,123056,Cuidado Muebles,Cubrerasguños,1597310,8790,2021-11-04,8850,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19740,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597310,8150,2021-10-29,8500,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19741,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597310,8150,2021-11-04,8500,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19742,122909,Limpiadores Especializados,Limpiadores De Hornos,1597310,8450,2021-10-29,9800,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19743,122909,Limpiadores Especializados,Limpiadores De Hornos,1597310,8450,2021-11-04,9800,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19744,122910,Limpiadores Especializados,Limpiadores De Hornos,1597310,8450,2021-11-04,9800,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19745,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597310,20600,2021-10-29,21550,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19746,122929,Desmanchadores,Liquido Blanco,1597310,5750,2021-10-29,7050,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19747,122929,Desmanchadores,Liquido Blanco,1597310,5750,2021-11-04,7050,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19748,122930,Desmanchadores,Liquido Rosa,1597310,5750,2021-10-29,7050,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19749,122930,Desmanchadores,Liquido Rosa,1597310,575,2021-11-04,7050,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19750,122939,Desmanchadores,Liquido Rosa,1597310,12250,2021-10-29,15900,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19751,122939,Desmanchadores,Liquido Rosa,1597310,12250,2021-11-04,15900,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19752,122946,Desmanchadores,Polvo Blanco,1597310,18490,2021-10-29,22700,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19753,122946,Desmanchadores,Polvo Blanco,1597310,18490,2021-11-04,22700,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19754,122947,Desmanchadores,Polvo Rosa,1597310,18490,2021-10-29,22700,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19755,122947,Desmanchadores,Polvo Rosa,1597310,18490,2021-11-04,22700,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19756,122949,Desmanchadores,Polvo Blanco,1597310,11990,2021-10-29,16400,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19757,122949,Desmanchadores,Polvo Blanco,1597310,11990,2021-11-04,16400,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
19758,122952,Desmanchadores,Polvo Blanco,1597310,7050,2021-10-29,5950,Bogotá,BOGOTA D.C,Olimpica,Cundi-Boyaca
