,IDProducto,Categoria,SubCategoria,IDPdv,Valor,Fecha,PreSugerido,Ciudad,Depto,Cadena,Regional
0,122902,Quitagrasa,Quitagrasa Pistola,1597174,8840,2021-10-01,10450,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
1,122907,Quitagrasa,Quitagrasa Repuesto,1597174,6470,2021-10-01,6600,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
2,122958,Detergentes,Todos Los Dias 3785ml,1597174,37250,2021-10-01,43450,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
3,122959,Detergentes,Ropa Oscura 3785ml,1597174,41000,2021-10-01,47800,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
4,122969,Detergentes,Ropa Bebe 2000ml,1597174,25950,2021-10-01,30550,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
5,123036,Limpia Baños,Pastillas Azules,1597174,18000,2021-10-01,18150,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
6,122909,Limpiadores Especializados,Limpiadores De Hornos,1597174,8740,2021-10-01,9800,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
7,122910,Limpiadores Especializados,Limpiadores De Hornos,1597174,8740,2021-10-01,9800,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
8,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597174,26800,2021-10-01,21550,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
9,123052,Limpia Pisos Especializados,Pisos,1597174,25100,2021-10-01,21000,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
10,123053,Limpia Pisos Especializados,Pisos,1597174,25100,2021-10-01,21000,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
11,122937,Desmanchadores,Liquido Blanco,1597174,35850,2021-10-01,30250,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
12,122939,Desmanchadores,Liquido Rosa,1597174,12500,2021-10-01,15900,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
13,122944,Desmanchadores,Polvo Blanco,1597174,33150,2021-10-01,37300,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
14,122945,Desmanchadores,Polvo Rosa,1597174,33150,2021-10-01,37300,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
15,122948,Desmanchadores,Polvo Blanco,1597174,13150,2021-10-01,16400,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
16,122949,Desmanchadores,Polvo Blanco,1597174,13150,2021-10-01,16400,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
17,122952,Desmanchadores,Polvo Blanco,1597174,7200,2021-10-01,5950,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
18,122953,Desmanchadores,Polvo Rosa,1597174,7200,2021-10-01,5950,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
19,123054,Limpia Pisos Especializados,Pisos,1597174,6480,2021-10-01,5500,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
20,123055,Limpia Pisos Especializados,Pisos,1597174,6480,2021-10-01,5500,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
21,123072,Limpia Pisos,Sanpic Mascotas,1597174,7390,2021-10-01,7950,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
22,123077,Limpia Pisos,Lavanda,1597174,5760,2021-10-01,6650,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
23,123078,Limpia Pisos,Vainilla,1597174,5760,2021-10-01,6650,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
24,122892,Betun,Pasta 96gr Negro,1597174,12950,2021-10-01,12600,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
25,123039,Desinfeccion,Aerosoles,1597174,15900,2021-10-01,13800,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
26,123040,Desinfeccion,Pañitos,1597174,10950,2021-10-01,9800,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
27,123043,Desinfeccion,Pañitos,1597174,10950,2021-10-01,9800,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
28,122954,Prelavado,Prelavado Repuesto,1597174,11200,2021-10-01,10700,Valledupar,CESAR,Grupo Comercial Éxito,Atlantico
29,122902,Quitagrasa,Quitagrasa Pistola,1597286,9990,2021-10-01,10450,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
30,122902,Quitagrasa,Quitagrasa Pistola,1597286,9990,2021-10-02,10450,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
31,122905,Quitagrasa,Multiusos Repuesto,1597286,6410,2021-10-01,7450,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
32,122907,Quitagrasa,Quitagrasa Repuesto,1597286,6410,2021-10-01,6600,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
33,122907,Quitagrasa,Quitagrasa Repuesto,1597286,6450,2021-10-02,6600,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
34,122908,Quitagrasa,Multiusos Pistola,1597286,9990,2021-10-01,11950,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
35,123032,Limpia Baños,Liquido,1597286,13300,2021-10-02,16750,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
36,123033,Limpia Baños,Liquido,1597286,13900,2021-10-02,16750,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
37,122957,Detergentes,Todos Los Dias 1800ml,1597286,15600,2021-10-02,19100,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
38,122959,Detergentes,Ropa Oscura 3785ml,1597286,45700,2021-10-02,47800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
39,122965,Detergentes,Todos Los Dias 900ml,1597286,9620,2021-10-02,11400,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
40,123036,Limpia Baños,Pastillas Azules,1597286,18000,2021-10-02,18150,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
41,122911,Lava Vajillas,Tabletas,1597286,27150,2021-10-02,30100,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
42,122912,Lava Vajillas,Abrillantador,1597286,20000,2021-10-02,26400,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
43,123030,Lava Vajillas,Polvo,1597286,32800,2021-10-02,40100,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
44,123056,Cuidado Muebles,Cubrerasguños,1597286,9770,2021-10-02,8850,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
45,123058,Cuidado Muebles,Lustramuebles,1597286,10800,2021-10-02,9250,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
46,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597286,9100,2021-10-02,8500,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
47,122909,Limpiadores Especializados,Limpiadores De Hornos,1597286,9840,2021-10-01,9800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
48,122909,Limpiadores Especializados,Limpiadores De Hornos,1597286,9840,2021-10-02,9800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
49,122910,Limpiadores Especializados,Limpiadores De Hornos,1597286,9840,2021-10-01,9800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
50,122910,Limpiadores Especializados,Limpiadores De Hornos,1597286,9840,2021-10-02,9800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
51,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597286,23300,2021-10-02,21550,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
52,123053,Limpia Pisos Especializados,Pisos,1597286,24200,2021-10-02,21000,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
53,122929,Desmanchadores,Liquido Blanco,1597286,6110,2021-10-02,7050,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
54,122937,Desmanchadores,Liquido Blanco,1597286,25500,2021-10-02,30250,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
55,122938,Desmanchadores,Liquido Rosa,1597286,25500,2021-10-02,30250,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
56,122939,Desmanchadores,Liquido Rosa,1597286,12450,2021-10-02,15900,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
57,122942,Desmanchadores,Liquido Blanco,1597286,12450,2021-10-02,15900,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
58,122944,Desmanchadores,Polvo Blanco,1597286,32100,2021-10-02,37300,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
59,122945,Desmanchadores,Polvo Rosa,1597286,32100,2021-10-02,37300,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
60,122946,Desmanchadores,Polvo Blanco,1597286,18200,2021-10-02,22700,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
61,122947,Desmanchadores,Polvo Rosa,1597286,18200,2021-10-02,22700,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
62,122948,Desmanchadores,Polvo Blanco,1597286,14050,2021-10-02,16400,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
63,122949,Desmanchadores,Polvo Blanco,1597286,14050,2021-10-02,16400,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
64,122952,Desmanchadores,Polvo Blanco,1597286,7090,2021-10-02,5950,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
65,122953,Desmanchadores,Polvo Rosa,1597286,7090,2021-10-02,5950,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
66,123054,Limpia Pisos Especializados,Pisos,1597286,6010,2021-10-02,5500,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
67,123055,Limpia Pisos Especializados,Pisos,1597286,6010,2021-10-02,5500,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
68,122913,Limpia Pisos,Alegria,1597286,10500,2021-10-02,11950,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
69,122915,Limpia Pisos,Tranquilidad,1597286,11150,2021-10-02,11950,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
70,122918,Limpia Pisos,Lavanda,1597286,11150,2021-10-02,11950,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
71,122921,Limpia Pisos,Lavanda,1597286,15000,2021-10-02,18150,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
72,123082,Desmanchadores,Liquido Blanco,1597286,12300,2021-10-02,16300,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
73,123083,Desmanchadores,Liquido Rosa,1597286,12300,2021-10-02,16300,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
74,123083,Desmanchadores,Liquido Rosa,1597286,12300,2021-10-02,16300,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
75,123057,Ceras,Especializados,1597286,6050,2021-10-02,16200,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
76,123081,Ceras,Brillo Instantaneo,1597286,15150,2021-10-02,26000,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
77,123072,Limpia Pisos,Sanpic Mascotas,1597286,8000,2021-10-02,7950,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
78,123078,Limpia Pisos,Vainilla,1597286,5870,2021-10-02,6650,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
79,122892,Betun,Pasta 96gr Negro,1597286,15300,2021-10-01,12600,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
80,122892,Betun,Pasta 96gr Negro,1597286,15300,2021-10-02,12600,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
81,122893,Betun,Cremoso 100ml,1597286,2450,2021-10-01,126735,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
82,122893,Betun,Cremoso 100ml,1597286,12450,2021-10-02,126735,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
83,122894,Betun,Pasta 65gr Cherry,1597286,11450,2021-10-01,9250,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
84,122894,Betun,Pasta 65gr Cherry,1597286,11450,2021-10-02,9250,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
85,122898,Betun,Liquidos Cherry,1597286,7570,2021-10-01,8250,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
86,122898,Betun,Liquidos Cherry,1597286,7570,2021-10-02,8250,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
87,123038,Desinfeccion,Aerosoles,1597286,13800,2021-10-02,13800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
88,123039,Desinfeccion,Aerosoles,1597286,13800,2021-10-02,13800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
89,123040,Desinfeccion,Pañitos,1597286,11040,2021-10-02,9800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
90,123047,Desinfeccion,Lysol Cocina,1597286,10700,2021-10-02,10900,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
91,123048,Desinfeccion,Aerosoles,1597286,13800,2021-10-02,13800,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
92,122901,Limpia Vidrios,Vidrios Pistola,1597286,9820,2021-10-01,9550,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
93,122901,Limpia Vidrios,Vidrios Pistola,1597286,9820,2021-10-02,9550,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
94,122906,Limpia Vidrios,Vidrios Repuesto,1597286,5990,2021-10-01,6000,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
95,122906,Limpia Vidrios,Vidrios Repuesto,1597286,5990,2021-10-02,6000,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
96,122954,Prelavado,Prelavado Repuesto,1597286,11300,2021-10-02,10700,Tunja,BOYACA,Grupo Comercial Éxito,Cundi-Boyaca
97,122902,Quitagrasa,Quitagrasa Pistola,1596812,8700,2021-10-02,11350,Tunja,BOYACA,Chispasos,Cundi-Boyaca
98,122902,Quitagrasa,Quitagrasa Pistola,1596812,11950,2022-03-17,11350,Tunja,BOYACA,Chispasos,Cundi-Boyaca
99,122907,Quitagrasa,Quitagrasa Repuesto,1596812,6850,2022-03-17,7100,Tunja,BOYACA,Chispasos,Cundi-Boyaca
100,123034,Limpia Baños,Pastillas Blanco,1596812,8650,2021-10-02,10750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
101,123034,Limpia Baños,Pastillas Blanco,1596812,10350,2022-03-17,10750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
102,123035,Limpia Baños,Pastillas Azules,1596812,8650,2021-10-02,10750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
103,123035,Limpia Baños,Pastillas Azules,1596812,10350,2022-03-17,10750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
104,122961,Detergentes,Ropa Oscura 500ml,1596812,7300,2022-03-17,7600,Tunja,BOYACA,Chispasos,Cundi-Boyaca
105,122964,Detergentes,Ropa Oscura 900ml,1596812,12500,2022-03-17,13650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
106,122965,Detergentes,Todos Los Dias 900ml,1596812,9950,2021-10-02,12350,Tunja,BOYACA,Chispasos,Cundi-Boyaca
107,122965,Detergentes,Todos Los Dias 900ml,1596812,11900,2022-03-17,12350,Tunja,BOYACA,Chispasos,Cundi-Boyaca
108,122968,Detergentes,Todos Los Dias 300ml,1596812,3800,2022-03-17,3950,Tunja,BOYACA,Chispasos,Cundi-Boyaca
109,123037,Limpia Baños,Pastillas Azules,1596812,6050,2022-03-17,6250,Tunja,BOYACA,Chispasos,Cundi-Boyaca
110,123056,Cuidado Muebles,Cubrerasguños,1596812,8750,2021-10-02,9600,Tunja,BOYACA,Chispasos,Cundi-Boyaca
111,123056,Cuidado Muebles,Cubrerasguños,1596812,8000,2022-03-17,9600,Tunja,BOYACA,Chispasos,Cundi-Boyaca
112,123058,Cuidado Muebles,Lustramuebles,1596812,9200,2021-10-02,10000,Tunja,BOYACA,Chispasos,Cundi-Boyaca
113,123058,Cuidado Muebles,Lustramuebles,1596812,9250,2022-03-17,10000,Tunja,BOYACA,Chispasos,Cundi-Boyaca
114,122909,Limpiadores Especializados,Limpiadores De Hornos,1596812,8200,2021-10-02,10650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
115,122909,Limpiadores Especializados,Limpiadores De Hornos,1596812,10200,2022-03-17,10650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
116,122910,Limpiadores Especializados,Limpiadores De Hornos,1596812,8200,2021-10-02,10650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
117,122910,Limpiadores Especializados,Limpiadores De Hornos,1596812,10200,2022-03-17,10650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
118,122929,Desmanchadores,Liquido Blanco,1596812,7350,2022-03-17,7600,Tunja,BOYACA,Chispasos,Cundi-Boyaca
119,122935,Desmanchadores,Liquido Blanco,1596812,3100,2022-03-17,3200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
120,122936,Desmanchadores,Liquido Rosa,1596812,3100,2022-03-17,3200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
121,122939,Desmanchadores,Liquido Rosa,1596812,15200,2022-03-17,17200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
122,122942,Desmanchadores,Liquido Blanco,1596812,15200,2022-03-17,17200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
123,122946,Desmanchadores,Polvo Blanco,1596812,18850,2021-10-02,24550,Tunja,BOYACA,Chispasos,Cundi-Boyaca
124,122946,Desmanchadores,Polvo Blanco,1596812,22450,2022-03-17,24550,Tunja,BOYACA,Chispasos,Cundi-Boyaca
125,122947,Desmanchadores,Polvo Rosa,1596812,18850,2021-10-02,24550,Tunja,BOYACA,Chispasos,Cundi-Boyaca
126,122947,Desmanchadores,Polvo Rosa,1596812,22450,2022-03-17,24550,Tunja,BOYACA,Chispasos,Cundi-Boyaca
127,122948,Desmanchadores,Polvo Blanco,1596812,13600,2021-10-02,17750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
128,122948,Desmanchadores,Polvo Blanco,1596812,17050,2022-03-17,17750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
129,122949,Desmanchadores,Polvo Blanco,1596812,13600,2021-10-02,17750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
130,122949,Desmanchadores,Polvo Blanco,1596812,17050,2022-03-17,17750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
131,123054,Limpia Pisos Especializados,Pisos,1596812,6050,2021-10-02,5950,Tunja,BOYACA,Chispasos,Cundi-Boyaca
132,123055,Limpia Pisos Especializados,Pisos,1596812,6050,2021-10-02,5950,Tunja,BOYACA,Chispasos,Cundi-Boyaca
133,122917,Limpia Pisos,Vainilla,1596812,12450,2022-03-17,12950,Tunja,BOYACA,Chispasos,Cundi-Boyaca
134,122918,Limpia Pisos,Lavanda,1596812,12450,2022-03-17,12950,Tunja,BOYACA,Chispasos,Cundi-Boyaca
135,123082,Desmanchadores,Liquido Blanco,1596812,10850,2021-10-02,17650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
136,123082,Desmanchadores,Liquido Blanco,1596812,16950,2022-03-17,17650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
137,123083,Desmanchadores,Liquido Rosa,1596812,13550,2021-10-02,17650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
138,123083,Desmanchadores,Liquido Rosa,1596812,16950,2022-03-17,17650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
139,123059,Ceras,Brillo Instantaneo,1596812,9400,2021-10-02,10300,Tunja,BOYACA,Chispasos,Cundi-Boyaca
140,123059,Ceras,Brillo Instantaneo,1596812,9400,2022-03-17,10300,Tunja,BOYACA,Chispasos,Cundi-Boyaca
141,124972,Ceras,Brillo Instantaneo,1596812,9400,2022-03-17,0,Tunja,BOYACA,Chispasos,Cundi-Boyaca
142,123067,Limpia Pisos,Energia,1596812,3550,2022-03-17,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
143,123068,Limpia Pisos,Tranquilidad,1596812,3550,2022-03-17,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
144,123069,Limpia Pisos,Vainilla,1596812,3550,2022-03-17,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
145,123070,Limpia Pisos,Lavanda,1596812,3550,2022-03-17,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
146,123071,Limpia Pisos,Canela Manzana,1596812,3550,2022-03-17,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
147,123072,Limpia Pisos,Sanpic Mascotas,1596812,8300,2022-03-17,8650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
148,123075,Limpia Pisos,Tranquilidad,1596812,6900,2022-03-17,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
149,123076,Limpia Pisos,Canela Manzana,1596812,5550,2021-10-02,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
150,123076,Limpia Pisos,Canela Manzana,1596812,6900,2022-03-17,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
151,123077,Limpia Pisos,Lavanda,1596812,5550,2021-10-02,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
152,123077,Limpia Pisos,Lavanda,1596812,6900,2022-03-17,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
153,123078,Limpia Pisos,Vainilla,1596812,5550,2021-10-02,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
154,123078,Limpia Pisos,Vainilla,1596812,6900,2022-03-17,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
155,122894,Betun,Pasta 65gr Cherry,1596812,12550,2021-10-02,10000,Tunja,BOYACA,Chispasos,Cundi-Boyaca
156,122895,Betun,Pasta 30gr Cherry,1596812,2650,2021-10-02,4750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
157,122898,Betun,Liquidos Cherry,1596812,8550,2022-03-17,8900,Tunja,BOYACA,Chispasos,Cundi-Boyaca
158,125015,Betun,Pasta 65gr Cherry,1596812,13100,2022-03-17,0,Tunja,BOYACA,Chispasos,Cundi-Boyaca
159,123048,Desinfeccion,Aerosoles,1596812,13850,2021-10-02,14900,Tunja,BOYACA,Chispasos,Cundi-Boyaca
160,123048,Desinfeccion,Aerosoles,1596812,15800,2022-03-17,14900,Tunja,BOYACA,Chispasos,Cundi-Boyaca
161,122901,Limpia Vidrios,Vidrios Pistola,1596812,7950,2021-10-02,10350,Tunja,BOYACA,Chispasos,Cundi-Boyaca
162,122906,Limpia Vidrios,Vidrios Repuesto,1596812,5000,2021-10-02,6450,Tunja,BOYACA,Chispasos,Cundi-Boyaca
163,122902,Quitagrasa,Quitagrasa Pistola,1596813,8700,2021-10-02,11350,Tunja,BOYACA,Chispasos,Cundi-Boyaca
164,122907,Quitagrasa,Quitagrasa Repuesto,1596813,5500,2021-10-02,7100,Tunja,BOYACA,Chispasos,Cundi-Boyaca
165,123034,Limpia Baños,Pastillas Blanco,1596813,8650,2021-10-02,10750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
166,123035,Limpia Baños,Pastillas Azules,1596813,8650,2021-10-02,10750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
167,123056,Cuidado Muebles,Cubrerasguños,1596813,8750,2021-10-02,9600,Tunja,BOYACA,Chispasos,Cundi-Boyaca
168,123058,Cuidado Muebles,Lustramuebles,1596813,9200,2021-10-02,10000,Tunja,BOYACA,Chispasos,Cundi-Boyaca
169,122909,Limpiadores Especializados,Limpiadores De Hornos,1596813,8200,2021-10-02,10650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
170,122910,Limpiadores Especializados,Limpiadores De Hornos,1596813,8200,2021-10-02,10650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
171,122935,Desmanchadores,Liquido Blanco,1596813,2500,2021-10-02,3200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
172,122936,Desmanchadores,Liquido Rosa,1596813,2500,2021-10-02,3200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
173,122946,Desmanchadores,Polvo Blanco,1596813,18850,2021-10-02,24550,Tunja,BOYACA,Chispasos,Cundi-Boyaca
174,122947,Desmanchadores,Polvo Rosa,1596813,18850,2021-10-02,24550,Tunja,BOYACA,Chispasos,Cundi-Boyaca
175,122948,Desmanchadores,Polvo Blanco,1596813,13650,2021-10-02,17750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
176,122949,Desmanchadores,Polvo Blanco,1596813,13650,2021-10-02,17750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
177,123054,Limpia Pisos Especializados,Pisos,1596813,6050,2021-10-02,5950,Tunja,BOYACA,Chispasos,Cundi-Boyaca
178,123055,Limpia Pisos Especializados,Pisos,1596813,6050,2021-10-02,5950,Tunja,BOYACA,Chispasos,Cundi-Boyaca
179,123082,Desmanchadores,Liquido Blanco,1596813,13550,2021-10-02,17650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
180,123083,Desmanchadores,Liquido Rosa,1596813,13550,2021-10-02,17650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
181,123059,Ceras,Brillo Instantaneo,1596813,8400,2021-10-02,10300,Tunja,BOYACA,Chispasos,Cundi-Boyaca
182,123068,Limpia Pisos,Tranquilidad,1596813,2850,2021-10-02,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
183,123069,Limpia Pisos,Vainilla,1596813,2850,2021-10-02,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
184,123070,Limpia Pisos,Lavanda,1596813,2850,2021-10-02,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
185,123071,Limpia Pisos,Canela Manzana,1596813,2850,2021-10-02,3650,Tunja,BOYACA,Chispasos,Cundi-Boyaca
186,123076,Limpia Pisos,Canela Manzana,1596813,5550,2021-10-02,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
187,123077,Limpia Pisos,Lavanda,1596813,5550,2021-10-02,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
188,123078,Limpia Pisos,Vainilla,1596813,2850,2021-10-02,7200,Tunja,BOYACA,Chispasos,Cundi-Boyaca
189,122894,Betun,Pasta 65gr Cherry,1596813,9250,2021-10-02,10000,Tunja,BOYACA,Chispasos,Cundi-Boyaca
190,122895,Betun,Pasta 30gr Cherry,1596813,4400,2021-10-02,4750,Tunja,BOYACA,Chispasos,Cundi-Boyaca
191,123048,Desinfeccion,Aerosoles,1596813,13850,2021-10-02,14900,Tunja,BOYACA,Chispasos,Cundi-Boyaca
192,122906,Limpia Vidrios,Vidrios Repuesto,1596813,500,2021-10-02,6450,Tunja,BOYACA,Chispasos,Cundi-Boyaca
193,122902,Quitagrasa,Quitagrasa Pistola,1596941,11200,2021-10-02,10450,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
194,122902,Quitagrasa,Quitagrasa Pistola,1596941,12900,2022-05-04,10450,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
195,122907,Quitagrasa,Quitagrasa Repuesto,1596941,9000,2022-05-04,6600,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
196,122956,Detergentes,Ropa Oscura 1800ml,1596941,24600,2022-05-04,21000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
